d,n,m,i,time
0.3,100,5,29,4.329967285
0.3,100,10,0,5.556642055
0.3,100,10,2,5.479239519
0.3,100,10,5,5.455133826
0.3,100,10,6,5.453807969
0.3,100,10,3,7.33399585
0.3,100,10,10,3.611220457
0.3,100,10,8,5.493674028
0.3,100,10,4,7.702329855
0.3,100,10,9,5.341310146
0.3,100,10,7,10.060836147
0.3,100,10,12,5.692504431
0.3,100,10,16,5.419386
0.3,100,10,11,7.565718234
0.3,100,10,13,7.394673114
0.3,100,10,15,7.891220936
0.3,100,10,14,9.939163307
0.3,100,10,18,7.155908989
0.3,100,10,20,5.737413641
0.3,100,10,19,7.514307649
0.3,100,10,22,5.560831782
0.3,100,10,23,5.561553578
0.3,100,10,24,5.594806801
0.3,100,10,21,9.679571408
0.3,100,10,25,5.583952127
0.3,100,10,29,5.29299286
0.3,100,10,17,17.68883677
0.3,100,10,26,7.607137743
0.3,100,10,28,7.607769443
0.3,100,10,27,9.445389155
0.3,100,20,0,10.724443604
0.3,100,20,1,11.147841391
0.3,100,20,3,11.244214644
0.3,100,20,6,11.006458872
0.3,100,20,2,15.789033857
0.3,100,20,4,15.448316452
0.3,100,20,9,11.177573956
0.3,100,20,8,15.606453542
0.3,100,20,11,11.82893329
0.3,100,20,12,11.068246429
0.3,100,20,13,11.296875662
0.3,100,20,7,25.488058656
0.3,100,20,5,28.879099738
0.3,100,20,10,20.716103124
0.3,100,20,14,16.150098847
0.3,100,20,16,11.729556104
0.3,100,20,17,11.459695628
0.3,100,20,15,17.102508037
0.3,100,20,20,11.464417816
0.3,100,20,18,16.22153117
0.3,100,20,19,15.518377991
0.3,100,20,21,16.664958514
0.3,100,20,22,15.233495104
0.3,100,20,24,15.904068921
0.3,100,20,25,12.245092883
0.3,100,20,26,11.583325365
0.3,100,20,23,16.465214171
0.3,100,20,27,11.678305491
0.3,100,20,28,16.110195889
0.3,100,20,29,11.476200792
0.3,100,30,2,17.51151888
0.3,100,30,4,17.807094174
0.3,100,30,5,18.466602187
0.3,100,30,1,25.62152883
0.3,100,30,3,32.953221585
0.3,100,30,6,25.875523889
0.3,100,30,10,17.930099939
0.3,100,30,13,18.33581339
0.3,100,30,9,33.582006674
0.3,100,30,8,40.737923891
0.3,100,30,11,33.629367746
0.3,100,30,12,26.143324957
0.3,100,30,0,64.55591213
0.3,100,30,7,56.004260091
0.3,100,30,15,18.160382843
0.3,100,30,14,33.785123829
0.3,100,30,17,17.867436839
0.3,100,30,19,17.723318426
0.3,100,30,18,17.955973844
0.3,100,30,20,18.202380898
0.3,100,30,16,40.987273211
0.3,100,30,24,17.912841725
0.3,100,30,22,24.74354216
0.3,10,5,0,0.048228568
0.3,10,5,1,0.041004585
0.3,10,5,2,0.041404043
0.3,10,5,3,0.038111592
0.3,10,5,4,0.040982163
0.3,10,5,5,0.038087809
0.3,10,5,6,0.035084515
0.3,10,5,7,0.042212281
0.3,10,5,8,0.041798837
0.3,10,5,9,0.049734452
0.3,10,5,10,0.042763989
0.3,10,5,11,0.044697977
0.3,10,5,12,0.036899817
0.3,10,5,13,0.042261917
0.3,10,5,14,0.042658022
0.3,10,5,15,0.044960731
0.3,10,5,16,0.048971004
0.3,10,5,17,0.047479745
0.3,10,5,18,0.037452121
0.3,10,5,19,0.040134219
0.3,10,5,20,0.051823794
0.3,10,5,21,0.042513659
0.3,10,5,22,0.037318515
0.3,10,5,23,0.038461385
0.3,10,5,24,0.034498463
0.3,10,5,25,0.039294505
0.3,10,5,26,0.039303028
0.3,10,5,27,0.027011536
0.3,10,5,28,0.032702446
0.3,10,5,29,0.037760659
0.3,10,10,0,0.056613479
0.3,10,10,1,0.053451618
0.3,10,10,2,0.046044433
0.3,10,10,3,0.050944711
0.3,10,10,4,0.049904452
0.3,10,10,5,0.058574058
0.3,10,10,6,0.054262971
0.3,10,10,7,0.039300046
0.3,10,10,8,0.053644446
0.3,10,10,9,0.05859098
0.3,10,10,10,0.054709249
0.3,10,10,11,0.052756504
0.3,10,10,12,0.039633655
0.3,100,30,21,32.884618173
0.3,10,10,13,0.065746305
0.3,10,10,14,0.051339334
0.3,10,10,15,0.049080267
0.3,10,10,16,0.04136485
0.3,10,10,18,0.043913069
0.3,10,10,17,0.058700861
0.3,10,10,19,0.057404887
0.3,10,10,20,0.057639071
0.3,10,10,22,0.036575093
0.3,10,10,21,0.059786408
0.3,10,10,23,0.048646788
0.3,10,10,24,0.051104284
0.3,10,10,25,0.057861582
0.3,10,10,26,0.051280669
0.3,10,10,27,0.0529154
0.3,10,10,28,0.052960089
0.3,10,10,29,0.050133779
0.3,10,20,0,0.089904926
0.3,10,20,1,0.103794654
0.3,10,20,2,0.083105906
0.3,10,20,3,0.089932981
0.3,10,20,4,0.076908442
0.3,10,20,5,0.085104839
0.3,10,20,6,0.091356225
0.3,10,20,7,0.067832983
0.3,10,20,8,0.078163738
0.3,10,20,9,0.086448039
0.3,10,20,10,0.099632919
0.3,10,20,11,0.085318478
0.3,10,20,12,0.08205454
0.3,10,20,13,0.097749832
0.3,10,20,14,0.083177562
0.3,10,20,15,0.100579586
0.3,10,20,16,0.082139195
0.3,10,20,17,0.092998193
0.3,10,20,18,0.091019853
0.3,10,20,19,0.081352508
0.3,10,20,20,0.085054572
0.3,10,20,21,0.071535534
0.3,10,20,22,0.095245799
0.3,10,20,23,0.073489431
0.3,10,20,24,0.071832905
0.3,10,20,25,0.074740496
0.3,10,20,26,0.095957417
0.3,100,30,23,25.737498064
0.3,10,20,27,0.081146494
0.3,10,20,28,0.085483044
0.3,10,20,29,0.073673358
0.3,10,30,0,0.131407106
0.3,10,30,1,0.097483975
0.3,10,30,2,0.119744714
0.3,10,30,3,0.108561158
0.3,10,30,4,0.115149812
0.3,10,30,5,0.096935411
0.3,10,30,6,0.102811874
0.3,10,30,7,0.100634383
0.3,10,30,8,0.104835096
0.3,10,30,9,0.094839123
0.3,10,30,10,0.108318397
0.3,10,30,11,0.121930617
0.3,10,30,12,0.111940021
0.3,10,30,13,0.107974073
0.3,10,30,14,0.09630791
0.3,10,30,15,0.124316571
0.3,10,30,17,0.109063115
0.3,10,30,16,0.123405861
0.3,10,30,18,0.138241442
0.3,10,30,19,0.110552339
0.3,10,30,20,0.129424726
0.3,10,30,21,0.107027154
0.3,10,30,22,0.105304969
0.3,10,30,23,0.119652511
0.3,10,30,24,0.119526096
0.3,10,30,25,0.124968245
0.3,10,30,26,0.127377298
0.3,10,30,27,0.106964402
0.3,10,30,29,0.100704028
0.3,10,30,28,0.139580723
0.3,20,5,0,0.112583877
0.3,20,5,2,0.110495585
0.3,20,5,1,0.117603031
0.3,20,5,3,0.122661029
0.3,20,5,5,0.107303506
0.3,20,5,4,0.121084388
0.3,20,5,6,0.112738775
0.3,20,5,8,0.111933678
0.3,20,5,7,0.125542532
0.3,20,5,9,0.115504615
0.3,20,5,10,0.10523668
0.3,20,5,11,0.11162685
0.3,20,5,12,0.103735784
0.3,20,5,13,0.101573919
0.3,20,5,14,0.107198419
0.3,20,5,15,0.100077599
0.3,20,5,16,0.101713029
0.3,20,5,17,0.109714311
0.3,20,5,18,0.102299037
0.3,20,5,19,0.11178386
0.3,20,5,20,0.106191529
0.3,20,5,21,0.094728135
0.3,20,5,22,0.100054742
0.3,20,5,23,0.109424942
0.3,20,5,24,0.106422646
0.3,20,5,25,0.117950749
0.3,20,5,26,0.108684163
0.3,20,5,27,0.114790938
0.3,20,5,28,0.102305212
0.3,20,5,29,0.110919716
0.3,20,10,0,0.147320469
0.3,20,10,1,0.148374692
0.3,20,10,2,0.164897928
0.3,20,10,3,0.156409679
0.3,20,10,4,0.148413221
0.3,20,10,5,0.147099024
0.3,20,10,6,0.155453501
0.3,20,10,7,0.169604829
0.3,20,10,8,0.146340181
0.3,20,10,9,0.19645016
0.3,20,10,10,0.167680621
0.3,20,10,11,0.167448855
0.3,20,10,12,0.130035417
0.3,20,10,13,0.149995476
0.3,20,10,14,0.161384403
0.3,20,10,15,0.200012884
0.3,20,10,16,0.160851084
0.3,20,10,17,0.164256679
0.3,20,10,19,0.152109555
0.3,20,10,18,0.155616505
0.3,20,10,20,0.175657752
0.3,20,10,21,0.154074567
0.3,20,10,22,0.153223068
0.3,20,10,23,0.187067763
0.3,20,10,24,0.166772449
0.3,20,10,25,0.167679254
0.3,20,10,26,0.146859683
0.3,20,10,27,0.143119003
0.3,20,10,28,0.159798353
0.3,20,10,29,0.139831442
0.3,20,20,1,0.222395988
0.3,20,20,0,0.242975084
0.3,20,20,2,0.246130725
0.3,20,20,3,0.243410123
0.3,20,20,4,0.256407571
0.3,20,20,5,0.242230828
0.3,20,20,7,0.246457053
0.3,20,20,6,0.287909149
0.3,20,20,8,0.262648653
0.3,20,20,9,0.271085084
0.3,20,20,10,0.268815474
0.3,20,20,11,0.270670949
0.3,20,20,12,0.286743191
0.3,20,20,14,0.262855713
0.3,20,20,13,0.33486833
0.3,20,20,16,0.255581195
0.3,20,20,17,0.260936361
0.3,20,20,15,0.333908298
0.3,20,20,20,0.276904103
0.3,20,20,19,0.290511242
0.3,20,20,18,0.321389499
0.3,20,20,21,0.262099299
0.3,20,20,23,0.24789034
0.3,20,20,22,0.275407867
0.3,20,20,25,0.24386493
0.3,20,20,24,0.324132004
0.3,20,20,26,0.321878123
0.3,20,20,27,0.252449731
0.3,20,20,29,0.221536042
0.3,20,20,28,0.25299831
0.3,20,30,1,0.432892947
0.3,20,30,0,0.557725734
0.3,20,30,2,0.489123502
0.3,20,30,5,0.330190344
0.3,20,30,3,0.421438835
0.3,20,30,4,0.475645217
0.3,20,30,7,0.349443832
0.3,20,30,6,0.414700652
0.3,20,30,8,0.451163585
0.3,100,30,27,25.257480488
0.3,20,30,9,0.355569665
0.3,20,30,10,0.401597644
0.3,20,30,12,0.342687873
0.3,20,30,13,0.385809898
0.3,20,30,11,0.534638487
0.3,20,30,14,0.472308684
0.3,20,30,15,0.421070561
0.3,20,30,16,0.370863433
0.3,20,30,17,0.44338519
0.3,20,30,18,0.363632474
0.3,20,30,20,0.3799169
0.3,20,30,19,0.406803602
0.3,20,30,21,0.480996609
0.3,20,30,22,0.425058216
0.3,20,30,23,0.358063794
0.3,20,30,24,0.352271121
0.3,20,30,26,0.35052689
0.3,20,30,28,0.325697392
0.3,20,30,25,0.55029118
0.3,20,30,27,0.388768167
0.3,20,30,29,0.326860813
0.3,30,5,0,0.208453974
0.3,30,5,1,0.178980259
0.3,30,5,2,0.193227036
0.3,30,5,3,0.208824328
0.3,30,5,4,0.198838392
0.3,30,5,5,0.199890656
0.3,30,5,6,0.180615227
0.3,30,5,7,0.168632217
0.3,30,5,8,0.215680856
0.3,30,5,10,0.197047675
0.3,30,5,9,0.240925172
0.3,30,5,11,0.209186768
0.3,30,5,12,0.203311493
0.3,30,5,13,0.212320187
0.3,30,5,14,0.232862349
0.3,30,5,15,0.1905916
0.3,30,5,16,0.204655193
0.3,30,5,17,0.219821538
0.3,30,5,18,0.213831982
0.3,30,5,19,0.223002844
0.3,30,5,20,0.223507904
0.3,30,5,21,0.198732716
0.3,30,5,22,0.214339675
0.3,30,5,23,0.211495708
0.3,30,5,25,0.21753941
0.3,30,5,24,0.224853758
0.3,30,5,26,0.231818393
0.3,30,5,27,0.222406326
0.3,30,5,28,0.20222769
0.3,30,5,29,0.202819169
0.3,30,10,0,0.302124169
0.3,100,30,28,17.654422297
0.3,30,10,1,0.302182847
0.3,30,10,3,0.300119538
0.3,30,10,2,0.340064858
0.3,30,10,5,0.298447606
0.3,30,10,4,0.364440448
0.3,30,10,6,0.339691873
0.3,30,10,7,0.294517678
0.3,30,10,8,0.323712737
0.3,30,10,9,0.286101696
0.3,100,30,26,33.849479645
0.3,30,10,10,0.312690796
0.3,100,30,25,34.125040593
0.3,30,10,12,0.371653942
0.3,30,10,11,0.395013042
0.3,30,10,13,0.327353345
0.3,30,10,15,0.33580759
0.3,30,10,14,0.376143935
0.3,30,10,17,0.306917153
0.3,30,10,16,0.378771557
0.3,30,10,20,0.318081541
0.3,30,10,19,0.339407918
0.3,30,10,18,0.433230295
0.3,30,10,21,0.424085196
0.3,30,10,22,0.402059173
0.3,30,10,23,0.365672983
0.3,30,10,24,0.400720138
0.3,30,10,25,0.363432002
0.3,30,10,26,0.37875041
0.3,30,10,27,0.326877759
0.3,30,10,28,0.307877532
0.3,30,10,29,0.329271381
0.3,30,20,1,0.539605101
0.3,30,20,4,0.533858922
0.3,30,20,2,0.619630424
0.3,30,20,0,0.776790764
0.3,30,20,3,0.69088402
0.3,30,20,6,0.524955673
0.3,30,20,5,0.664043165
0.3,30,20,7,0.541744587
0.3,30,20,8,0.534572449
0.3,30,20,9,0.529515121
0.3,30,20,10,0.560287393
0.3,30,20,11,0.63609807
0.3,30,20,13,0.532024608
0.3,30,20,12,0.872988549
0.3,30,20,15,0.577743595
0.3,30,20,14,0.694980376
0.3,30,20,18,0.598698337
0.3,30,20,17,0.712091741
0.3,30,20,19,0.580897218
0.3,30,20,16,0.935938006
0.3,30,20,21,0.581407899
0.3,30,20,20,0.729166373
0.3,30,20,22,0.694297305
0.3,30,20,24,0.531087248
0.3,30,20,23,0.619040411
0.3,30,20,26,0.537043412
0.3,30,20,25,0.705139836
0.3,30,20,27,0.500799859
0.3,30,20,29,0.650362994
0.3,30,20,28,0.791012359
0.3,30,30,3,0.823143081
0.3,30,30,1,1.031600351
0.3,30,30,0,1.293463293
0.3,30,30,2,1.232517938
0.3,30,30,5,0.823146766
0.3,30,30,4,1.203182857
0.3,30,30,6,0.874157359
0.3,30,30,7,0.798126099
0.3,30,30,8,0.834757695
0.3,30,30,9,0.843355281
0.3,30,30,11,0.822278623
0.3,30,30,10,0.995947818
0.3,30,30,12,1.207050695
0.3,30,30,13,1.203601906
0.3,30,30,15,0.801812692
0.3,30,30,14,1.014086578
0.3,30,30,16,0.774738278
0.3,30,30,17,0.798326914
0.3,30,30,20,0.851171696
0.3,30,30,18,1.265215026
0.3,30,30,23,0.821244725
0.3,30,30,19,1.050828906
0.3,30,30,21,1.085208753
0.3,30,30,24,0.834590165
0.3,30,30,22,1.438460262
0.3,30,30,26,0.77487834
0.3,50,5,0,0.586349708
0.3,30,30,28,0.772191044
0.3,30,30,27,0.990140899
0.3,50,5,1,0.579880193
0.3,30,30,29,1.033002496
0.3,50,5,3,0.563519384
0.3,50,5,2,0.632088796
0.3,30,30,25,1.452183689
0.3,50,5,4,0.632650621
0.3,50,5,5,0.617594468
0.3,50,5,6,0.568281291
0.3,50,5,7,0.606955802
0.3,50,5,9,0.477845938
0.3,50,5,8,0.546984444
0.3,50,5,10,0.542162585
0.3,50,5,11,0.443560151
0.3,100,30,29,26.091915516
0.3,50,5,12,0.531051235
0.3,50,5,13,0.546273423
0.3,50,5,16,0.454843921
0.3,50,5,14,0.548280497
0.3,50,5,15,0.533376982
0.3,50,5,18,0.466682839
0.3,50,5,17,0.550818022
0.3,50,5,20,0.534687414
0.3,50,5,23,0.487244817
0.3,50,5,24,0.474189153
0.3,50,5,21,0.543289804
0.3,50,5,19,0.668816463
0.3,50,5,26,0.478205513
0.3,50,5,22,0.649896787
0.3,50,5,25,0.656225512
0.3,50,5,27,0.514198224
0.3,50,5,28,0.511920994
0.3,50,5,29,0.552082409
0.3,50,10,0,0.951003448
0.3,50,10,2,1.00226105
0.3,50,10,3,0.979844819
0.3,50,10,4,0.99145063
0.3,50,10,1,1.243579797
0.3,50,10,5,1.014500003
0.3,50,10,7,0.898869194
0.3,50,10,8,0.940852849
0.3,50,10,6,1.414594335
0.3,50,10,10,0.964406339
0.3,50,10,11,0.901166038
0.3,50,10,9,1.254716329
0.3,50,10,14,0.93675721
0.3,50,10,13,1.290375427
0.3,50,10,12,1.460008181
0.3,50,10,16,0.981758824
0.3,50,10,15,1.061989246
0.3,50,10,17,0.970721791
0.3,50,10,18,1.188949209
0.3,50,10,20,0.984404716
0.3,50,10,19,1.270798236
0.3,50,10,21,0.943746757
0.3,50,10,22,1.221862578
0.3,50,10,23,1.173477494
0.3,50,10,24,1.158213813
0.3,50,10,26,0.851634648
0.3,50,10,25,1.468515614
0.3,50,10,28,1.177136778
0.3,50,10,29,1.21136905
0.3,50,10,27,1.778310724
0.3,50,20,2,1.841608842
0.3,50,20,3,2.3370985970000002
0.3,50,20,1,2.44376482
0.3,50,20,6,1.812496717
0.3,50,20,7,1.732271852
0.3,50,20,5,2.408022024
0.3,50,20,4,3.009088806
0.3,50,20,0,4.039632618
0.3,50,20,9,1.900153764
0.3,50,20,11,1.765804225
0.3,50,20,12,1.776016627
0.3,50,20,8,2.94614552
0.3,50,20,10,2.474344517
0.3,50,20,13,1.828499855
0.3,50,20,15,1.80471067
0.3,50,20,14,2.353573269
0.3,50,20,16,1.882274376
0.3,50,20,18,2.537021254
0.3,50,20,19,2.391808469
0.3,50,20,20,2.448916157
0.3,50,20,22,1.831829266
0.3,50,20,17,3.629117801
0.3,50,20,21,3.323138928
0.3,50,20,24,2.253534512
0.3,50,20,23,2.917197018
0.3,50,20,25,1.78524213
0.3,50,20,26,1.777258572
0.3,50,20,27,1.811591996
0.3,50,20,28,1.740334698
0.3,50,20,29,2.413884228
0.3,50,30,2,2.675767339
0.3,50,30,4,2.775584012
0.3,50,30,5,2.679890753
0.3,50,30,6,2.82518818
0.3,50,30,3,3.827031467
0.3,50,30,1,4.573872187
0.3,50,30,7,2.71776843
0.3,50,30,9,2.737362129
0.3,50,30,12,2.790330301
0.3,50,30,0,7.404142877
0.3,50,30,14,2.704942214
0.3,50,30,11,3.931316801
0.3,50,30,8,4.776062989
0.3,50,30,10,4.692783895
0.3,50,30,13,4.72706395
0.3,50,30,16,3.734720877
0.3,50,30,18,3.672724671
0.3,50,30,21,3.651245599
0.3,50,30,19,4.677490025
0.3,50,30,20,4.899497521
0.3,50,30,15,6.605578881
0.3,50,30,17,5.530530189
0.3,50,30,22,3.676133722
0.4,5,5,0,0.010538269
0.4,5,5,1,0.012915108
0.4,5,5,2,0.011018414
0.4,5,5,3,0.010360443
0.4,5,5,4,0.011891062
0.4,5,5,5,0.009661013
0.4,5,5,6,0.011020416
0.4,5,5,7,0.009893691
0.4,5,5,8,0.014344805
0.4,5,5,9,0.012108264
0.4,5,5,10,0.014061648
0.4,5,5,11,0.015558584
0.4,5,5,12,0.009709703
0.4,5,5,13,0.014747605
0.4,5,5,14,0.011076938
0.4,5,5,15,0.009900118
0.4,5,5,16,0.012419956
0.4,5,5,17,0.009832507
0.4,5,5,18,0.010533281
0.4,5,5,19,0.009950802
0.4,5,5,20,0.011742443
0.4,5,5,21,0.011019267
0.4,5,5,22,0.011637078
0.4,5,5,23,0.010843081
0.4,5,5,24,0.009820242
0.4,5,5,25,0.012630844
0.4,5,5,26,0.010909921
0.4,5,5,27,0.010225548
0.4,5,5,28,0.012035486
0.4,5,5,29,0.01394398
0.4,5,10,0,0.012576949
0.4,5,10,1,0.0151262
0.4,5,10,2,0.019854886
0.4,5,10,3,0.018886353
0.4,5,10,4,0.016058818
0.4,5,10,5,0.015666822
0.4,5,10,6,0.012447761
0.4,5,10,7,0.012775223
0.4,5,10,8,0.0130238
0.4,5,10,9,0.015606992
0.4,5,10,10,0.016287119
0.4,5,10,11,0.013984408
0.4,5,10,12,0.014568188
0.4,5,10,13,0.016220979
0.4,5,10,14,0.017439617
0.4,5,10,15,0.017971583
0.4,5,10,16,0.017606479
0.4,5,10,17,0.013195601
0.4,5,10,18,0.015649424
0.4,5,10,19,0.013086007
0.4,5,10,20,0.0156003
0.4,5,10,21,0.014346461
0.4,5,10,22,0.017996622
0.4,5,10,23,0.017504635
0.4,5,10,24,0.019055137
0.4,5,10,25,0.015739651
0.4,5,10,26,0.01324911
0.4,5,10,27,0.02153496
0.4,5,10,28,0.016731572
0.4,5,10,29,0.013593387
0.4,5,20,0,0.025772686
0.4,5,20,1,0.02384503
0.4,5,20,2,0.024867777
0.4,5,20,3,0.024275885
0.4,5,20,4,0.026973881
0.4,5,20,5,0.020921824
0.4,5,20,6,0.01993192
0.4,5,20,7,0.026693109
0.4,5,20,8,0.021649234
0.4,5,20,9,0.023828203
0.4,5,20,10,0.02631493
0.4,5,20,11,0.029968566
0.4,5,20,12,0.023788038
0.4,5,20,13,0.0229956
0.4,5,20,14,0.02495537
0.4,5,20,15,0.019718834
0.4,5,20,16,0.019089423
0.4,5,20,17,0.026600293
0.3,50,30,25,2.675272836
0.4,5,20,18,0.024613245
0.4,5,20,19,0.029916441
0.4,5,20,20,0.019743598
0.3,50,30,23,3.659747164
0.4,5,20,22,0.019929965
0.4,5,20,21,0.029628167
0.4,5,20,23,0.02402694
0.4,5,20,26,0.022534874
0.4,5,20,24,0.028351746
0.4,5,20,25,0.029804168
0.4,5,20,28,0.021106115
0.4,5,20,27,0.024637432
0.4,5,20,29,0.02843869
0.4,5,30,0,0.030645553
0.4,5,30,1,0.037408849
0.4,5,30,2,0.036751419
0.4,5,30,3,0.028524279
0.4,5,30,4,0.031706751
0.4,5,30,5,0.036554638
0.4,5,30,6,0.031259031
0.4,5,30,7,0.034323844
0.4,5,30,8,0.034088679
0.4,5,30,9,0.030981931
0.4,5,30,10,0.03187649
0.4,5,30,11,0.032907265
0.4,5,30,12,0.035406774
0.4,5,30,13,0.03323679
0.4,5,30,14,0.034665256
0.4,5,30,15,0.0383717
0.4,5,30,16,0.032488001
0.4,5,30,17,0.031949926
0.4,5,30,18,0.028664237
0.4,5,30,19,0.025406064
0.4,5,30,20,0.03108909
0.4,5,30,21,0.026108339
0.4,5,30,22,0.03649586
0.4,5,30,23,0.03470778
0.4,5,30,24,0.034840512
0.4,5,30,25,0.040055521
0.4,5,30,27,0.026351941
0.4,5,30,26,0.032208463
0.4,5,30,28,0.037299056
0.4,5,30,29,0.034866306
0.3,50,30,26,2.820581115
0.3,50,30,28,2.678306329
0.3,50,30,27,2.761786835
0.3,50,30,24,4.72371243
0.3,50,30,29,3.712139919
0.4,100,5,2,2.823936334
0.4,100,5,0,3.000602744
0.4,100,5,3,2.985299096
0.4,100,5,4,3.063710902
0.4,100,5,6,2.78534804
0.4,100,5,1,3.718148468
0.4,100,5,5,3.866295982
0.4,100,5,10,2.422450869
0.4,100,5,8,2.9202778
0.4,100,5,7,4.326703105
0.4,100,5,9,3.273783751
0.4,100,5,11,2.852211356
0.4,100,5,12,3.077932836
0.4,100,5,13,3.085947029
0.4,100,5,14,3.927467585
0.4,100,5,15,3.453529532
0.4,100,5,18,2.902407518
0.4,100,5,19,3.139760319
0.4,100,5,17,3.668688283
0.4,100,5,16,4.788402764
0.4,100,5,21,3.766754477
0.4,100,5,20,4.69346858
0.4,100,5,22,3.319369587
0.4,100,5,23,2.83389961
0.4,100,5,25,3.894860384
0.4,100,5,24,4.292265565
0.4,100,5,26,5.253388888
0.4,100,5,27,4.324983177
0.4,100,5,28,4.327421597
0.4,100,5,29,3.590028503
0.4,100,10,1,5.954344555
0.4,100,10,2,5.784449338
0.4,100,10,3,5.771586697
0.4,100,10,4,5.312767382
0.4,100,10,7,5.483003677
0.4,100,10,6,5.614983888
0.4,100,10,5,5.855967265
0.4,100,10,0,10.116473733
0.4,100,10,8,5.922108875
0.4,100,10,12,5.667476618
0.4,100,10,14,5.807512786
0.4,100,10,10,7.527463077
0.4,100,10,9,7.669871041
0.4,100,10,11,7.722418605
0.4,100,10,16,4.146635422
0.4,100,10,13,8.473863818
0.4,100,10,15,7.9324177
0.4,100,10,17,5.675481399
0.4,100,10,19,5.644064551
0.4,100,10,20,7.697948516
0.4,100,10,23,5.802257694
0.4,100,10,22,7.824795624
0.4,100,10,18,9.901416522
0.4,100,10,24,7.399359368
0.4,100,10,26,5.671883611
0.4,100,10,21,12.422905061
0.4,100,10,27,5.934905811
0.4,100,10,28,6.002979047
0.4,100,10,25,9.736915726
0.4,100,10,29,9.836487982
0.4,100,20,0,11.294906273
0.4,100,20,1,11.789975078
0.4,100,20,4,11.389345001
0.4,100,20,6,11.903269745
0.4,100,20,7,11.326759595
0.4,100,20,5,16.279392985
0.4,100,20,2,21.426104481
0.4,100,20,8,12.227418471
0.4,100,20,11,11.695291632
0.4,100,20,3,26.25568502
0.4,100,20,12,11.732445299
0.4,100,20,13,12.00887249
0.4,100,20,14,11.792896879
0.4,100,20,10,21.837180709
0.4,100,20,9,26.801940278
0.4,100,20,15,16.344146929
0.4,100,20,16,11.712341219
0.4,100,20,17,12.067174532
0.4,100,20,20,12.249457098
0.4,100,20,18,16.76883263
0.4,100,20,23,11.56978016
0.4,100,20,21,16.318410267
0.4,100,20,19,22.129849941
0.4,100,20,25,16.482808559
0.4,100,20,26,11.832751102
0.4,100,20,27,11.958879424
0.4,100,20,28,11.534043227
0.4,100,20,29,12.140302647
0.4,100,20,24,25.52665544
0.4,100,20,22,31.027071395
0.4,100,30,0,19.042652816
0.4,100,30,1,18.753044778
0.4,100,30,3,18.727068143
0.4,100,30,5,18.673970441
0.4,100,30,6,18.773111387
0.4,100,30,2,26.811664688
0.4,100,30,4,26.515175461
0.4,100,30,8,19.110444105
0.4,100,30,13,18.835962644
0.4,100,30,10,26.537382869
0.4,100,30,14,18.689398291
0.4,100,30,15,19.121426096
0.4,100,30,7,43.289530869
0.4,100,30,11,34.004569851
0.4,100,30,9,49.492840962
0.4,100,30,18,18.936870582
0.4,100,30,12,43.349789413
0.4,100,30,16,26.483672381
0.4,100,30,20,19.200243502
0.4,100,30,21,19.22359818
0.4,100,30,19,27.529551841
0.4,100,30,17,34.977261581
0.4,100,30,26,18.676879587
0.4,10,5,0,0.034264577
0.4,10,5,1,0.036069233
0.4,10,5,2,0.040297679
0.4,10,5,3,0.047578998
0.4,10,5,4,0.044464377
0.4,10,5,5,0.473684625
0.4,10,5,6,0.042028467
0.4,10,5,7,0.049107319
0.4,10,5,8,0.032008123
0.4,10,5,9,0.035456306
0.4,10,5,10,0.042652933
0.4,10,5,11,0.041518417
0.4,10,5,12,0.036130878
0.4,10,5,13,0.036108394
0.4,10,5,14,0.032380687
0.4,10,5,15,0.036316799
0.4,10,5,16,0.034252265
0.4,10,5,17,0.042046472
0.4,10,5,18,0.035781192
0.4,10,5,19,0.04276884
0.4,10,5,20,0.037349549
0.4,10,5,21,0.046369664
0.4,10,5,22,0.039763569
0.4,10,5,23,0.037382705
0.4,10,5,24,0.040912046
0.4,10,5,25,0.045337487
0.4,100,30,22,26.130322713
0.4,10,5,26,0.043759679
0.4,10,5,27,0.039565926
0.4,10,5,28,0.040274297
0.4,10,5,29,0.039586886
0.4,10,10,0,0.048421879
0.4,10,10,1,0.058397397
0.4,10,10,2,0.048007377
0.4,10,10,3,0.053564179
0.4,10,10,4,0.053284484
0.4,10,10,5,0.042402247
0.4,10,10,6,0.041758318
0.4,10,10,7,0.052970837
0.4,10,10,8,0.055091588
0.4,10,10,9,0.058021307
0.4,10,10,10,0.046293993
0.4,10,10,11,0.055562553
0.4,100,30,23,26.317053449
0.4,10,10,12,0.047931818
0.4,10,10,14,0.050469616
0.4,10,10,15,0.060606343
0.4,10,10,13,0.08213916
0.4,10,10,16,0.058312146
0.4,10,10,17,0.050518793
0.4,10,10,18,0.056744337
0.4,10,10,19,0.065121733
0.4,10,10,20,0.050793574
0.4,10,10,21,0.060322133
0.4,10,10,23,0.055579857
0.4,10,10,22,0.05906962
0.4,10,10,24,0.060172536
0.4,10,10,26,0.06329187
0.4,10,10,25,0.065714998
0.4,10,10,27,0.06191963
0.4,10,10,28,0.05249753
0.4,10,10,29,0.058333981
0.4,10,20,0,0.082675553
0.4,10,20,2,0.079187551
0.4,10,20,1,0.109191048
0.4,10,20,3,0.104835422
0.4,10,20,4,0.084490298
0.4,10,20,5,0.079356806
0.4,10,20,6,0.086866155
0.4,10,20,7,0.091938282
0.4,10,20,8,0.10115175
