r,n,m,i,bs,jri
0.3,30,10,11,0.26666666666666666,0.012260536398467433
0.3,30,10,12,0.2,0.008173690932311623
0.3,30,10,13,0.3,0.014559386973180077
0.3,30,10,14,0.16666666666666666,0.010472541507024265
0.3,30,10,15,0.2,0.009450830140485313
0.3,30,10,16,0.23333333333333334,0.020434227330779053
0.3,30,10,17,0.23333333333333334,0.006130268199233717
0.3,30,10,18,0.16666666666666666,0.011749680715197957
0.3,30,10,19,0.16666666666666666,0.004853128991060026
0.3,30,10,20,0.2,0.023499361430395913
0.3,30,10,21,0.16666666666666666,0.009450830140485313
0.3,30,10,22,0.2,0.020178799489144316
0.3,30,10,23,0.16666666666666666,0.011238825031928482
0.3,30,10,24,0.3333333333333333,0.021966794380587486
0.3,30,10,25,0.16666666666666666,0.0066411238825031926
0.3,30,10,26,0.16666666666666666,0.013026819923371647
0.3,30,10,27,0.16666666666666666,0.0038314176245210726
0.3,30,10,28,0.13333333333333333,0.02145593869731801
0.3,30,10,29,0.2,0.012005108556832695
0.3,30,20,0,0.3,0.009074410163339382
0.3,30,20,1,0.26666666666666666,0.008832425892317
0.3,30,20,2,0.3,0.006896551724137932
0.3,30,20,3,0.43333333333333335,0.009316394434361767
0.3,30,20,4,0.3333333333333333,0.013309134906231094
0.3,30,20,5,0.16666666666666666,0.003266787658802178
0.3,30,20,6,0.3333333333333333,0.0056866303690260135
0.3,30,20,7,0.3,0.00955837870538415
0.3,30,20,8,0.23333333333333334,0.011373260738052027
0.3,30,20,9,0.26666666666666666,0.006654567453115547
0.3,30,20,10,0.26666666666666666,0.006412583182093164
0.3,30,20,11,0.3,0.006049606775559589
0.3,30,20,12,0.26666666666666666,0.013067150635208712
0.3,30,20,13,0.3,0.010405323653962493
0.3,30,20,14,0.3,0.0102843315184513
0.3,30,20,15,0.23333333333333334,0.010042347247428918
0.3,30,20,16,0.3333333333333333,0.010526315789473684
0.3,30,20,17,0.3,0.011736237144585602
0.3,30,20,18,0.26666666666666666,0.007380520266182698
0.3,30,20,19,0.26666666666666666,0.008469449485783424
0.3,30,20,20,0.43333333333333335,0.010405323653962493
0.3,30,20,21,0.4,0.009921355111917725
0.3,30,20,22,0.23333333333333334,0.0102843315184513
0.3,30,20,23,0.23333333333333334,0.00205686630369026
0.3,30,20,24,0.36666666666666664,0.010163339382940107
0.3,30,20,25,0.23333333333333334,0.010526315789473684
0.3,30,20,26,0.2,0.009074410163339382
0.3,30,20,27,0.23333333333333334,0.006654567453115547
0.3,30,20,28,0.3,0.012704174228675135
0.3,30,20,29,0.26666666666666666,0.011131276467029643
0.3,30,30,0,0.3333333333333333,0.008799048751486327
0.3,30,30,1,0.3333333333333333,0.005945303210463734
0.3,30,30,2,0.4,0.008244153785176378
0.3,30,30,3,0.26666666666666666,0.007055093143083631
0.3,30,30,4,0.3,0.0058660325009908835
0.3,30,30,5,0.23333333333333334,0.004439159730479588
0.3,30,30,6,0.2,0.006103844629409433
0.3,30,30,7,0.26666666666666666,0.005945303210463734
0.3,30,30,8,0.3333333333333333,0.006183115338882283
0.3,30,30,9,0.4,0.010463733650416172
0.3,30,30,10,0.23333333333333334,0.0038049940546967895
0.3,30,30,11,0.3,0.006024573919936584
0.3,30,30,12,0.23333333333333334,0.008640507332540626
0.3,30,30,13,0.26666666666666666,0.005707491082045184
0.3,30,30,14,0.36666666666666664,0.007927070947284977
0.3,30,30,15,0.3,0.009433214427269125
0.3,30,30,16,0.4,0.006103844629409433
0.3,30,30,17,0.36666666666666664,0.004994054696789537
0.3,30,30,18,0.3,0.005628220372572335
0.3,30,30,19,0.3,0.008323424494649227
0.3,30,30,20,0.3333333333333333,0.008164883075703528
0.3,30,30,21,0.3,0.006500198176773682
0.3,30,30,22,0.26666666666666666,0.008244153785176378
0.3,30,30,23,0.36666666666666664,0.0075307173999207295
0.3,30,30,24,0.26666666666666666,0.00721363456202933
0.3,30,30,25,0.2,0.00784780023781213
0.3,30,30,26,0.23333333333333334,0.008799048751486327
0.3,30,30,27,0.3333333333333333,0.006658739595719381
0.3,30,30,28,0.23333333333333334,0.002774474831549742
0.3,30,30,29,0.26666666666666666,0.005945303210463734
0.3,50,5,0,0.08,0.03530612244897959
0.3,50,5,1,0.14,0.03306122448979592
0.3,50,5,2,0.1,0.009795918367346938
0.3,50,5,3,0.08,0.019795918367346937
0.3,50,5,4,0.1,0.018367346938775512
0.3,50,5,5,0.1,0.013673469387755103
0.3,50,5,6,0.08,0.010816326530612246
0.3,50,5,7,0.12,0.03163265306122449
0.3,50,5,8,0.1,0.03571428571428571
0.3,50,5,9,0.12,0.02775510204081633
0.3,50,5,10,0.12,0.01673469387755102
0.3,50,5,11,0.08,0.004897959183673469
0.3,50,5,12,0.1,0.010408163265306122
0.3,50,5,13,0.1,0.010408163265306122
0.3,50,5,14,0.1,0.018979591836734696
0.3,50,5,15,0.1,0.022040816326530613
0.3,50,5,16,0.1,0.028163265306122447
0.3,50,5,17,0.1,0.007959183673469388
0.3,50,5,18,0.08,0.013877551020408165
0.3,50,5,19,0.1,0.0236734693877551
0.3,50,5,20,0.14,0.028163265306122447
0.3,50,5,21,0.08,0.022040816326530613
0.3,50,5,22,0.08,0.02102040816326531
0.3,50,5,23,0.08,0.007142857142857143
0.3,50,5,24,0.06,0.009183673469387756
0.3,50,5,25,0.08,0.03163265306122449
0.3,50,5,26,0.08,0.015102040816326531
0.3,50,5,27,0.1,0.004081632653061225
0.3,50,5,28,0.2,0.04020408163265306
0.3,50,5,29,0.1,0.017551020408163264
0.3,50,10,0,0.18,0.017142857142857144
0.3,50,10,1,0.16,0.009523809523809525
0.3,50,10,2,0.22,0.013696145124716553
0.3,50,10,3,0.2,0.016598639455782313
0.3,50,10,4,0.18,0.012063492063492064
0.3,50,10,5,0.2,0.012970521541950114
0.3,50,10,6,0.14,0.01668934240362812
0.3,50,10,7,0.16,0.011882086167800452
0.3,50,10,8,0.2,0.014784580498866213
0.3,50,10,9,0.28,0.017233560090702947
0.3,50,10,10,0.24,0.019410430839002266
0.3,50,10,11,0.16,0.012335600907029478
0.3,50,10,12,0.2,0.014421768707482994
0.3,50,10,13,0.28,0.018775510204081632
0.3,50,10,14,0.16,0.005442176870748299
0.3,50,10,15,0.22,0.01750566893424036
0.3,50,10,16,0.18,0.012335600907029478
0.3,50,10,17,0.14,0.009251700680272108
0.3,50,10,18,0.18,0.020045351473922904
0.3,50,10,19,0.18,0.01106575963718821
0.3,50,10,20,0.2,0.013696145124716553
0.3,50,10,21,0.18,0.014693877551020407
0.3,50,10,22,0.14,0.013061224489795919
0.3,50,10,23,0.14,0.012335600907029478
0.3,50,10,24,0.16,0.010430839002267572
0.3,50,10,25,0.16,0.010793650793650793
0.3,50,10,26,0.14,0.005714285714285715
0.3,50,10,27,0.18,0.013151927437641724
0.3,50,10,28,0.18,0.012789115646258504
0.3,50,10,29,0.2,0.010430839002267572
0.3,50,20,0,0.2,0.00790547798066595
0.3,50,20,1,0.18,0.008721804511278195
0.3,50,20,2,0.22,0.010397422126745435
0.3,50,20,3,0.22,0.007089151450053706
0.3,50,20,4,0.22,0.007089151450053706
0.3,50,20,5,0.3,0.00975295381310419
0.3,50,20,6,0.2,0.005800214822771214
0.3,50,20,7,0.24,0.0076906552094522015
0.3,50,20,8,0.3,0.0063587540279269605
0.3,50,20,9,0.32,0.00970998925886144
0.3,50,20,10,0.32,0.010655209452201933
0.3,50,20,11,0.26,0.010741138560687433
0.3,50,20,12,0.28,0.009065520945220194
0.3,50,20,13,0.28,0.008378088077336197
0.3,50,20,14,0.26,0.011342642320085928
0.3,50,20,15,0.28,0.0076906552094522015
0.3,50,20,16,0.22,0.008807733619763695
0.3,50,20,17,0.24,0.008506981740064447
0.3,50,20,18,0.26,0.010010741138560687
0.3,50,20,19,0.3,0.00936627282491944
0.3,50,20,20,0.34,0.011600429645542427
0.3,50,20,21,0.24,0.010569280343716434
0.3,50,20,22,0.26,0.00648764769065521
0.3,50,20,23,0.24,0.00781954887218045
0.3,50,20,24,0.22,0.003952738990332975
0.3,50,20,25,0.22,0.00781954887218045
0.3,50,20,26,0.22,0.007389903329752955
0.3,50,20,27,0.28,0.011858216970998927
0.3,50,20,28,0.26,0.01142857142857143
0.3,50,20,29,0.2,0.006229860365198711
0.3,50,30,0,0.26,0.0062772695285010565
0.3,50,30,1,0.26,0.0059957776213933845
0.3,50,30,2,0.2,0.005855031667839549
0.3,50,30,3,0.24,0.006699507389162562
0.3,50,30,4,0.22,0.004109781843771991
0.3,50,30,5,0.24,0.0068684025334271644
0.3,50,30,6,0.24,0.003912737508796622
0.3,50,30,7,0.34,0.0059394792399718515
0.3,50,30,8,0.26,0.005742434904996482
0.3,50,30,9,0.3,0.0067276565798733284
0.3,50,30,10,0.32,0.00729064039408867
0.3,50,30,11,0.28,0.007178043631245601
0.3,50,30,12,0.26,0.006952850105559465
0.3,50,30,13,0.3,0.00900774102744546
0.3,50,30,14,0.24,0.005517241379310344
0.3,50,30,15,0.32,0.00729064039408867
0.3,50,30,16,0.28,0.005489092188599577
0.3,50,30,17,0.26,0.003856439127375088
0.3,50,30,18,0.28,0.008810696692470091
0.3,50,30,19,0.2,0.00748768472906404
0.3,50,30,20,0.28,0.009261083743842364
0.3,50,30,21,0.24,0.006952850105559465
0.3,50,30,22,0.26,0.005714285714285715
0.3,50,30,23,0.32,0.005404644616467277
0.3,50,30,24,0.3,0.007825475017593245
0.3,50,30,25,0.3,0.006952850105559465
0.3,50,30,26,0.34,0.007909922589725546
0.3,50,30,27,0.28,0.008304011259676284
0.3,50,30,28,0.24,0.004560168895144265
0.3,50,30,29,0.32,0.009767769176636172
0.4,5,5,0,0.2,0
0.4,5,5,1,0.2,0
0.4,5,5,2,0.2,0
0.4,5,5,3,0.4,0.05
0.4,5,5,4,0.2,0.025
0.4,5,5,5,0,0
0.4,5,5,6,0.2,0
0.4,5,5,7,0,0
0.4,5,5,8,0.2,0.05
0.4,5,5,9,0.2,0
0.4,5,5,10,0.2,0.025
0.4,5,5,11,0.2,0.025
0.4,5,5,12,0.2,0
0.4,5,5,13,0.2,0.05
0.4,5,5,14,0,0
0.4,5,5,15,0.2,0
0.4,5,5,16,0.2,0
0.4,5,5,17,0.2,0
0.4,5,5,18,0.2,0
0.4,5,5,19,0.2,0
0.4,5,5,20,0,0
0.4,5,5,21,0.2,0.025
0.4,5,5,22,0.2,0.025
0.4,5,5,23,0.2,0
0.4,5,5,24,0,0
0.4,5,5,25,0.2,0
0.4,5,5,26,0.2,0
0.4,5,5,27,0.2,0
0.4,5,5,28,0.2,0.05
0.4,5,5,29,0.2,0
0.4,5,10,0,0.2,0
0.4,5,10,1,0,0
0.4,5,10,2,0.2,0.03333333333333333
0.4,5,10,3,0.4,0.044444444444444446
0.4,5,10,4,0.2,0
0.4,5,10,5,0.2,0.022222222222222223
0.4,5,10,6,0,0.011111111111111112
0.4,5,10,7,0,0.011111111111111112
0.4,5,10,8,0.2,0
0.4,5,10,9,0.2,0.022222222222222223
0.4,5,10,10,0,0.011111111111111112
0.4,5,10,11,0,0.011111111111111112
0.4,5,10,12,0.2,0
0.4,5,10,13,0.2,0.011111111111111112
0.4,5,10,14,0.2,0
0.4,5,10,15,0.2,0
0.4,5,10,16,0.2,0.03333333333333333
0.4,5,10,17,0.2,0.011111111111111112
0.4,5,10,18,0.2,0.011111111111111112
0.4,5,10,19,0,0
0.4,5,10,20,0,0.022222222222222223
0.4,5,10,21,0,0.011111111111111112
0.4,5,10,22,0.2,0
0.4,5,10,23,0.2,0
0.4,5,10,24,0.2,0.022222222222222223
0.4,5,10,25,0,0.011111111111111112
0.4,5,10,26,0,0
0.4,5,10,27,0.2,0
0.4,5,10,28,0,0
0.4,5,10,29,0,0
0.4,5,20,0,0.2,0.02631578947368421
0.4,5,20,1,0.2,0.010526315789473684
0.4,5,20,2,0.2,0.010526315789473684
0.4,5,20,3,0.2,0
0.4,5,20,4,0.2,0.021052631578947368
0.4,5,20,5,0,0.005263157894736842
0.4,5,20,6,0.2,0
0.4,5,20,7,0.2,0.005263157894736842
0.4,5,20,8,0.2,0
0.4,5,20,9,0.2,0.031578947368421054
0.4,5,20,10,0.2,0.005263157894736842
0.4,5,20,11,0.2,0.010526315789473684
0.4,5,20,12,0.2,0.021052631578947368
0.4,5,20,13,0.2,0.005263157894736842
0.4,5,20,14,0.2,0.005263157894736842
0.4,5,20,15,0,0
0.4,5,20,16,0,0.005263157894736842
0.4,5,20,17,0.2,0
0.4,5,20,18,0.2,0.010526315789473684
0.4,5,20,19,0.2,0.010526315789473684
0.4,5,20,20,0.2,0
0.4,5,20,21,0.2,0.010526315789473684
0.4,5,20,22,0.2,0.005263157894736842
0.4,5,20,23,0.2,0.015789473684210527
0.4,5,20,24,0.2,0.010526315789473684
0.4,5,20,25,0.2,0.010526315789473684
0.4,5,20,26,0.2,0.010526315789473684
0.4,5,20,27,0.2,0.010526315789473684
0.4,5,20,28,0.2,0
0.4,5,20,29,0.2,0.015789473684210527
0.4,5,30,0,0,0
0.4,5,30,1,0,0
0.4,5,30,2,0.2,0
0.4,5,30,3,0.4,0.0034482758620689655
0.4,5,30,4,0.2,0
0.4,5,30,5,0.2,0.013793103448275862
0.4,5,30,6,0,0.0034482758620689655
0.4,5,30,7,0.2,0.0034482758620689655
0.4,5,30,8,0.2,0.010344827586206896
0.4,5,30,9,0,0.0034482758620689655
0.4,5,30,10,0,0.010344827586206896
0.4,5,30,11,0.2,0.006896551724137931
0.4,5,30,12,0,0.006896551724137931
0.4,5,30,13,0.2,0.006896551724137931
0.4,5,30,14,0.2,0
0.4,5,30,15,0.2,0.0034482758620689655
0.4,5,30,16,0.2,0
0.4,5,30,17,0.2,0.010344827586206896
0.4,5,30,18,0.4,0
0.4,5,30,19,0,0.0034482758620689655
0.4,5,30,20,0.2,0.0034482758620689655
0.4,5,30,21,0.2,0.0034482758620689655
0.4,5,30,22,0.2,0.006896551724137931
0.4,5,30,23,0.2,0.0034482758620689655
0.4,5,30,24,0.2,0.013793103448275862
0.4,5,30,25,0.2,0.0034482758620689655
0.4,5,30,26,0.2,0
0.4,5,30,27,0,0.013793103448275862
0.4,5,30,28,0.2,0.006896551724137931
0.4,5,30,29,0.2,0.0034482758620689655
0.4,100,5,0,0.07,0.02368686868686869
0.4,100,5,1,0.07,0.02474747474747475
0.4,100,5,2,0.05,0.025606060606060608
0.4,100,5,3,0.06,0.020353535353535356
0.4,100,5,4,0.1,0.02601010101010101
0.4,100,5,5,0.1,0.03934343434343435
0.4,100,5,6,0.06,0.023484848484848487
0.4,100,5,7,0.06,0.014848484848484849
0.4,100,5,8,0.05,0.02080808080808081
0.4,100,5,9,0.07,0.025959595959595957
0.4,100,5,10,0.06,0.0065151515151515155
0.4,100,5,11,0.06,0.015151515151515152
0.4,100,5,12,0.09,0.031919191919191924
0.4,100,5,13,0.05,0.026515151515151516
0.4,100,5,14,0.07,0.027525252525252526
0.4,100,5,15,0.05,0.015151515151515152
0.4,100,5,16,0.06,0.021666666666666667
0.4,100,5,17,0.06,0.019494949494949496
0.4,100,5,18,0.06,0.020656565656565654
0.4,100,5,19,0.06,0.023636363636363636
0.4,100,5,20,0.05,0.02601010101010101
0.4,100,5,21,0.07,0.01974747474747475
0.4,100,5,22,0.05,0.013686868686868687
0.4,100,5,23,0.07,0.02904040404040404
0.4,100,5,24,0.04,0.015353535353535354
0.4,100,5,25,0.06,0.01868686868686869
0.4,100,5,26,0.05,0.013888888888888888
0.4,100,5,27,0.05,0.01868686868686869
0.4,100,5,28,0.06,0.01681818181818182
0.4,100,5,29,0.04,0.0148989898989899
0.4,100,10,0,0.14,0.009741863075196408
0.4,100,10,1,0.15,0.01021324354657688
0.4,100,10,2,0.12,0.016004489337822673
0.4,100,10,3,0.16,0.01025813692480359
0.4,100,10,4,0.11,0.005117845117845118
0.4,100,10,5,0.14,0.011739618406285074
0.4,100,10,6,0.12,0.009382716049382716
0.4,100,10,7,0.11,0.011829405162738497
0.4,100,10,8,0.13,0.018383838383838384
0.4,100,10,9,0.12,0.012255892255892256
0.4,100,10,10,0.11,0.010998877665544332
0.4,100,10,11,0.13,0.017845117845117844
0.4,100,10,12,0.13,0.01611672278338945
0.4,100,10,13,0.12,0.01308641975308642
0.4,100,10,14,0.15,0.012233445566778899
0.4,100,10,15,0.12,0.013490460157126825
0.4,100,10,16,0.14,0.008911335578002244
0.4,100,10,17,0.13,0.013872053872053872
0.4,100,10,18,0.11,0.011021324354657688
0.4,100,10,19,0.13,0.009494949494949494
0.4,100,10,20,0.14,0.006980920314253648
0.4,100,10,21,0.12,0.014725028058361391
0.4,100,10,22,0.13,0.014567901234567903
0.4,100,10,23,0.14,0.01037037037037037
0.4,100,10,24,0.14,0.011672278338945005
0.4,100,10,25,0.14,0.012210998877665545
0.4,100,10,26,0.1,0.012323232323232323
0.4,100,10,27,0.13,0.014657687991021323
0.4,100,10,28,0.14,0.013063973063973063
0.4,100,10,29,0.11,0.014949494949494949
0.4,100,20,0,0.22,0.008399787347155768
0.4,100,20,1,0.21,0.008740031897926635
0.4,100,20,2,0.23,0.007900053163211058
0.4,100,20,3,0.27,0.008931419457735247
0.4,100,20,4,0.19,0.008729399255715045
0.4,100,20,5,0.23,0.008729399255715045
0.4,100,20,6,0.21,0.006911217437533227
0.4,100,20,7,0.19,0.009686337054758107
0.4,100,20,8,0.23,0.008367889420521
0.4,100,20,9,0.2,0.0074322169059011164
0.4,100,20,10,0.21,0.008995215311004785
0.4,100,20,11,0.19,0.008261562998405103
0.4,100,20,12,0.21,0.0062945241892610315
0.4,100,20,13,0.23,0.007538543328017013
0.4,100,20,14,0.19,0.007698032961190856
0.4,100,20,15,0.21,0.007028176501860712
0.4,100,20,16,0.17,0.0052737905369484315
0.4,100,20,17,0.22,0.005996810207336524
0.4,100,20,18,0.22,0.006964380648591176
0.4,100,20,19,0.2,0.009420520999468367
0.4,100,20,20,0.18,0.009133439659755448
0.4,100,20,21,0.21,0.010079744816586921
0.4,100,20,22,0.26,0.008357256778309409
0.4,100,20,23,0.23,0.009643806485911748
0.4,100,20,24,0.23,0.009463051568314727
0.4,100,20,25,0.18,0.0074322169059011164
0.4,100,20,26,0.24,0.009537480063795853
0.4,100,20,27,0.24,0.009505582137161085
0.4,100,20,28,0.21,0.007963849016480595
0.4,100,20,29,0.25,0.010600744284954812
0.4,100,30,0,0.3,0.006422849181469871
0.4,100,30,1,0.29,0.006792058516196448
0.4,100,30,2,0.32,0.007621037965865552
0.4,100,30,3,0.25,0.006429815395332637
0.4,100,30,4,0.29,0.007634970393591083
0.4,100,30,5,0.23,0.005078369905956112
0.4,100,30,6,0.27,0.007286659700452804
0.4,100,30,7,0.25,0.005809822361546499
0.4,100,30,8,0.29,0.006826889585510276
0.4,100,30,9,0.28,0.007474747474747474
0.4,100,30,10,0.31,0.0073981191222570524
0.4,100,30,11,0.23,0.005788923719958202
0.4,100,30,12,0.27,0.007899686520376176
0.4,100,30,13,0.23,0.007551375827237896
0.4,100,30,14,0.27,0.0074608150470219445
0.4,100,30,15,0.23,0.005482410309996517
0.4,100,30,16,0.27,0.007439916405433646
0.4,100,30,17,0.31,0.007628004179728317
0.4,100,30,18,0.28,0.006861720654824104
0.4,100,30,19,0.41,0.008470916057122954
0.4,100,30,20,0.28,0.006750261233019854
0.4,100,30,21,0.27,0.007419017763845351
0.4,100,30,22,0.28,0.005907349355625218
0.4,100,30,23,0.21,0.006764193660745385
0.4,100,30,24,0.22,0.00694531522117729
0.4,100,30,25,0.27,0.00593521421107628
0.4,100,30,26,0.23,0.006569139672587949
0.4,100,30,27,0.26,0.007405085336119818
0.4,100,30,28,0.25,0.005942180424939046
0.4,100,30,29,0.34,0.007892720306513409
0.4,10,5,0,0.1,0.016666666666666666
0.4,10,5,1,0.2,0
0.4,10,5,2,0.1,0.005555555555555556
0.4,10,5,3,0.1,0
0.4,10,5,4,0.1,0
0.4,10,5,5,0.1,0
0.4,10,5,6,0.2,0
0.4,10,5,7,0.1,0.027777777777777776
0.4,10,5,8,0.1,0.011111111111111112
0.4,10,5,9,0.1,0
0.4,10,5,10,0.1,0
0.4,10,5,11,0.2,0.05
0.4,10,5,12,0.1,0.005555555555555556
0.4,10,5,13,0.1,0
0.4,10,5,14,0.1,0
0.4,10,5,15,0.1,0.005555555555555556
0.4,10,5,16,0.1,0
0.4,10,5,17,0.2,0.011111111111111112
0.4,10,5,18,0.2,0.016666666666666666
0.4,10,5,19,0.1,0
0.4,10,5,20,0.2,0.022222222222222223
0.4,10,5,21,0.1,0.005555555555555556
0.4,10,5,22,0.2,0.016666666666666666
0.4,10,5,23,0.1,0.005555555555555556
0.4,10,5,24,0.2,0
0.4,10,5,25,0.1,0.005555555555555556
0.4,10,5,26,0.1,0.05
0.4,10,5,27,0.2,0.016666666666666666
0.4,10,5,28,0.1,0
0.4,10,5,29,0.2,0.022222222222222223
0.4,10,10,0,0.2,0.012345679012345678
0.4,10,10,1,0.2,0.009876543209876543
0.4,10,10,2,0.1,0.0049382716049382715
0.4,10,10,3,0.2,0.024691358024691357
0.4,10,10,4,0.2,0.03209876543209876
0.4,10,10,5,0.2,0.019753086419753086
0.4,10,10,6,0.2,0.0024691358024691358
0.4,10,10,7,0.3,0.0049382716049382715
0.4,10,10,8,0.1,0.014814814814814815
0.4,10,10,9,0.3,0.012345679012345678
0.4,10,10,10,0.1,0.012345679012345678
0.4,10,10,11,0.2,0.014814814814814815
0.4,10,10,12,0.2,0.0024691358024691358
0.4,10,10,13,0.2,0.017283950617283952
0.4,10,10,14,0.2,0.007407407407407408
0.4,10,10,15,0.2,0.012345679012345678
0.4,10,10,16,0.2,0.007407407407407408
0.4,10,10,17,0.3,0.014814814814814815
0.4,10,10,18,0.4,0.0049382716049382715
0.4,10,10,19,0.2,0.007407407407407408
0.4,10,10,20,0.2,0.007407407407407408
0.4,10,10,21,0.3,0.007407407407407408
0.4,10,10,22,0.2,0.0049382716049382715
0.4,10,10,23,0.1,0.007407407407407408
0.4,10,10,24,0.1,0.012345679012345678
0.4,10,10,25,0.3,0.019753086419753086
0.4,10,10,26,0.1,0.012345679012345678
0.4,10,10,27,0.3,0.0049382716049382715
0.4,10,10,28,0.2,0.007407407407407408
0.4,10,10,29,0.2,0.012345679012345678
0.4,10,20,0,0.2,0.008187134502923975
0.4,10,20,1,0.3,0.011695906432748537
0.4,10,20,2,0.2,0.0035087719298245615
0.4,10,20,3,0.2,0.004678362573099415
0.4,10,20,4,0.3,0.008187134502923975
0.4,10,20,5,0.2,0.004678362573099415
0.4,10,20,6,0.1,0.005847953216374269
0.4,10,20,7,0.2,0.005847953216374269
0.4,10,20,8,0.4,0.005847953216374269
0.4,10,20,9,0.2,0.0035087719298245615
0.4,10,20,10,0.2,0.007017543859649123
0.4,10,20,11,0.1,0.0035087719298245615
0.4,10,20,12,0.2,0.004678362573099415
0.4,10,20,13,0.2,0.007017543859649123
0.4,10,20,14,0.2,0.004678362573099415
0.4,10,20,15,0.2,0.011695906432748537
0.4,10,20,16,0.2,0.008187134502923975
0.4,10,20,17,0.2,0.011695906432748537
0.4,10,20,18,0.2,0.0011695906432748538
0.4,10,20,19,0.3,0.0011695906432748538
0.4,10,20,20,0.3,0.010526315789473684
0.4,10,20,21,0.2,0.005847953216374269
0.4,10,20,22,0.4,0.004678362573099415
0.4,10,20,23,0.3,0.011695906432748537
0.4,10,20,24,0.2,0.00935672514619883
0.4,10,20,25,0.4,0.01637426900584795
0.4,10,20,26,0.2,0.01637426900584795
0.4,10,20,27,0.2,0.004678362573099415
0.4,10,20,28,0.2,0.00935672514619883
0.4,10,20,29,0.2,0.010526315789473684
0.4,10,30,0,0.3,0.0022988505747126436
0.4,10,30,1,0.1,0.0030651340996168583
0.4,10,30,2,0.2,0.0030651340996168583
0.4,10,30,3,0.4,0.006896551724137931
0.4,10,30,4,0.3,0.0022988505747126436
0.4,10,30,5,0.1,0
0.4,10,30,6,0.2,0.0022988505747126436
0.4,10,30,7,0.3,0.006130268199233717
0.4,10,30,8,0.2,0.006896551724137931
0.4,10,30,9,0.3,0.00996168582375479
0.4,10,30,10,0.3,0.006130268199233717
0.4,10,30,11,0.2,0.012260536398467433
0.4,10,30,12,0.4,0.012260536398467433
0.4,10,30,13,0.2,0.004597701149425287
0.4,10,30,14,0.2,0.0053639846743295016
0.4,10,30,15,0.2,0.009195402298850575
0.4,10,30,16,0.2,0.012260536398467433
0.4,10,30,17,0.1,0.0022988505747126436
0.4,10,30,18,0.3,0.0038314176245210726
0.4,10,30,19,0.3,0.0038314176245210726
0.4,10,30,20,0.3,0.00842911877394636
0.4,10,30,21,0.3,0.007662835249042145
0.4,10,30,22,0.2,0.006130268199233717
0.4,10,30,23,0.3,0.0038314176245210726
0.4,10,30,24,0.1,0.006130268199233717
0.4,10,30,25,0.2,0.0038314176245210726
0.4,10,30,26,0.3,0.007662835249042145
0.4,10,30,27,0.3,0.0053639846743295016
0.4,10,30,28,0.1,0.0015325670498084292
0.4,10,30,29,0.4,0.0053639846743295016
0.4,20,5,0,0.15,0.017105263157894738
0.4,20,5,1,0.1,0.011842105263157895
0.4,20,5,2,0.15,0.011842105263157895
0.4,20,5,3,0.25,0.015789473684210527
0.4,20,5,4,0.1,0.049999999999999996
0.4,20,5,5,0.15,0.027631578947368424
0.4,20,5,6,0.15,0.005263157894736842
0.4,20,5,7,0.15,0.017105263157894738
0.4,20,5,8,0.1,0.006578947368421052
0.4,20,5,9,0.05,0.006578947368421052
0.4,20,5,10,0.1,0.017105263157894738
0.4,20,5,11,0.15,0.010526315789473684
0.4,20,5,12,0.15,0.015789473684210527
0.4,20,5,13,0.1,0.034210526315789476
0.4,20,5,14,0.15,0.013157894736842105
0.4,20,5,15,0.15,0.035526315789473684
0.4,20,5,16,0.15,0.018421052631578946
0.4,20,5,17,0.1,0.006578947368421052
0.4,20,5,18,0.2,0.017105263157894738
0.4,20,5,19,0.1,0.005263157894736842
0.4,20,5,20,0.15,0.006578947368421052
0.4,20,5,21,0.2,0.011842105263157895
0.4,20,5,22,0.2,0.009210526315789473
0.4,20,5,23,0.15,0.014473684210526317
0.4,20,5,24,0.15,0.003947368421052632
0.4,20,5,25,0.2,0.02631578947368421
0.4,20,5,26,0.1,0.006578947368421052
0.4,20,5,27,0.2,0.03289473684210526
0.4,20,5,28,0.15,0.010526315789473684
0.4,20,5,29,0.05,0.002631578947368421
0.4,20,10,0,0.2,0.008771929824561403
0.4,20,10,1,0.15,0.0023391812865497076
0.4,20,10,2,0.25,0.015204678362573098
0.4,20,10,3,0.15,0.010526315789473684
0.4,20,10,4,0.1,0.0023391812865497076
0.4,20,10,5,0.2,0.012280701754385965
0.4,20,10,6,0.2,0.008771929824561403
0.4,20,10,7,0.15,0.011111111111111112
0.4,20,10,8,0.15,0.008187134502923977
0.4,20,10,9,0.25,0.016959064327485382
0.4,20,10,10,0.25,0.014035087719298246
0.4,20,10,11,0.3,0.007602339181286549
0.4,20,10,12,0.15,0.015204678362573098
0.4,20,10,13,0.25,0.016959064327485382
0.4,20,10,14,0.15,0.004678362573099415
0.4,20,10,15,0.2,0.008771929824561403
0.4,20,10,16,0.2,0.0035087719298245615
0.4,20,10,17,0.15,0.007602339181286549
0.4,20,10,18,0.2,0.02280701754385965
0.4,20,10,19,0.15,0.008187134502923977
0.4,20,10,20,0.1,0.004678362573099415
0.4,20,10,21,0.2,0.013450292397660818
0.4,20,10,22,0.3,0.007017543859649123
0.4,20,10,23,0.25,0.009941520467836256
0.4,20,10,24,0.15,0.007017543859649123
0.4,20,10,25,0.15,0.004093567251461989
0.4,20,10,26,0.15,0.014035087719298246
0.4,20,10,27,0.3,0.015789473684210527
0.4,20,10,28,0.2,0.010526315789473684
