r,n,m,i,bs,jri
0.2,50,5,7,0.08,0.026938775510204082
0.2,50,5,8,0.1,0.013877551020408165
0.2,50,5,9,0.1,0.007551020408163266
0.2,50,5,10,0.12,0.006122448979591836
0.2,50,5,11,0.08,0.018979591836734696
0.2,50,5,12,0.1,0.014489795918367345
0.2,50,5,13,0.12,0.015918367346938776
0.2,50,5,14,0.12,0.023469387755102038
0.2,50,5,15,0.1,0.006122448979591836
0.2,50,5,16,0.08,0.006122448979591836
0.2,50,5,17,0.1,0.013469387755102041
0.2,50,5,18,0.08,0.00816326530612245
0.2,50,5,19,0.1,0.009795918367346938
0.2,50,5,20,0.12,0.02122448979591837
0.2,50,5,21,0.1,0.008775510204081632
0.2,50,5,22,0.12,0.028163265306122447
0.2,50,5,23,0.1,0.015102040816326531
0.2,50,5,24,0.12,0.010408163265306122
0.2,50,5,25,0.08,0.009387755102040816
0.2,50,5,26,0.08,0.01673469387755102
0.2,50,5,27,0.1,0.0032653061224489797
0.2,50,5,28,0.14,0.027551020408163266
0.2,50,5,29,0.1,0.022653061224489797
0.2,50,10,0,0.2,0.009342403628117914
0.2,50,10,1,0.2,0.00798185941043084
0.2,50,10,2,0.16,0.01106575963718821
0.2,50,10,3,0.2,0.011700680272108844
0.2,50,10,4,0.16,0.005714285714285715
0.2,50,10,5,0.16,0.010430839002267572
0.2,50,10,6,0.18,0.009070294784580499
0.2,50,10,7,0.2,0.010158730158730159
0.2,50,10,8,0.2,0.012789115646258504
0.2,50,10,9,0.24,0.014149659863945578
0.2,50,10,10,0.2,0.015056689342403628
0.2,50,10,11,0.18,0.010158730158730159
0.2,50,10,12,0.18,0.009342403628117914
0.2,50,10,13,0.2,0.016870748299319727
0.2,50,10,14,0.14,0.008888888888888889
0.2,50,10,15,0.16,0.004897959183673469
0.2,50,10,16,0.2,0.014421768707482994
0.2,50,10,17,0.2,0.007800453514739229
0.2,50,10,18,0.2,0.011337868480725623
0.2,50,10,19,0.18,0.008979591836734694
0.2,50,10,20,0.16,0.012244897959183673
0.2,50,10,21,0.16,0.013877551020408165
0.2,50,10,22,0.2,0.012789115646258504
0.2,50,10,23,0.2,0.0163265306122449
0.2,50,10,24,0.16,0.018594104308390022
0.2,50,10,25,0.2,0.006893424036281179
0.2,50,10,26,0.14,0.0071655328798185935
0.2,50,10,27,0.16,0.005351473922902495
0.2,50,10,28,0.2,0.013151927437641724
0.2,50,10,29,0.14,0.005079365079365079
0.2,50,20,0,0.22,0.004296455424274973
0.2,50,20,1,0.24,0.007432867883995704
0.2,50,20,2,0.22,0.0063587540279269605
0.2,50,20,3,0.22,0.008506981740064447
0.2,50,20,4,0.3,0.00966702470461869
0.2,50,20,5,0.24,0.006702470461868958
0.2,50,20,6,0.24,0.0071321160042964555
0.2,50,20,7,0.24,0.004983888292158969
0.2,50,20,8,0.18,0.0063587540279269605
0.2,50,20,9,0.26,0.008721804511278195
0.2,50,20,10,0.3,0.011084854994629429
0.2,50,20,11,0.3,0.007561761546723953
0.2,50,20,12,0.22,0.006573576799140709
0.2,50,20,13,0.22,0.009881847475832439
0.2,50,20,14,0.28,0.01280343716433942
0.2,50,20,15,0.22,0.008249194414607948
0.2,50,20,16,0.24,0.00640171858216971
0.2,50,20,17,0.2,0.005241675617615467
0.2,50,20,18,0.28,0.009022556390977444
0.2,50,20,19,0.24,0.00631578947368421
0.2,50,20,20,0.24,0.009151450053705693
0.2,50,20,21,0.2,0.00476906552094522
0.2,50,20,22,0.22,0.006444683136412459
0.2,50,20,23,0.2,0.005241675617615467
0.2,50,20,24,0.2,0.006659505907626209
0.2,50,20,25,0.3,0.011342642320085928
0.2,50,20,26,0.2,0.006659505907626209
0.2,50,20,27,0.24,0.0079484425349087
0.2,50,20,28,0.2,0.00627282491944146
0.2,50,20,29,0.22,0.00485499462943072
0.2,50,30,0,0.22,0.0047290640394088675
0.2,50,30,1,0.24,0.005095003518648839
0.2,50,30,2,0.32,0.0052638986629134415
0.2,50,30,3,0.24,0.006361717100633357
0.2,50,30,4,0.3,0.00517945109078114
0.2,50,30,5,0.2,0.0045883180858550315
0.2,50,30,6,0.3,0.004166080225193526
0.2,50,30,7,0.3,0.005911330049261084
0.2,50,30,8,0.36,0.007375087966220971
0.2,50,30,9,0.3,0.0052638986629134415
0.2,50,30,10,0.18,0.0031527093596059115
0.2,50,30,11,0.26,0.005883180858550316
0.2,50,30,12,0.2,0.003912737508796622
0.2,50,30,13,0.24,0.003462350457424349
0.2,50,30,14,0.2,0.003771991555242787
0.2,50,30,15,0.34,0.007178043631245601
0.2,50,30,16,0.22,0.0061365235749472205
0.2,50,30,17,0.3,0.007741027445460943
0.2,50,30,18,0.24,0.006783954961294862
0.2,50,30,19,0.26,0.004672765657987333
0.2,50,30,20,0.32,0.006389866291344123
0.2,50,30,21,0.3,0.0094018296973962
0.2,50,30,22,0.32,0.0059394792399718515
0.2,50,30,23,0.22,0.003997185080928924
0.2,50,30,24,0.22,0.0056579873328641795
0.2,50,30,25,0.22,0.003462350457424349
0.2,50,30,26,0.34,0.005010555946516538
0.2,50,30,27,0.24,0.004560168895144265
0.2,50,30,28,0.28,0.005432793807178044
0.2,50,30,29,0.36,0.0063335679099225895
0.3,5,5,0,0.2,0
0.3,5,5,1,0.2,0
0.3,5,5,2,0,0
0.3,5,5,3,0,0.025
0.3,5,5,4,0.4,0.025
0.3,5,5,5,0.2,0
0.3,5,5,6,0,0
0.3,5,5,7,0.2,0.05
0.3,5,5,8,0.2,0
0.3,5,5,9,0,0.025
0.3,5,5,10,0.2,0
0.3,5,5,11,0,0
0.3,5,5,12,0,0
0.3,5,5,13,0.4,0.025
0.3,5,5,14,0.2,0.05
0.3,5,5,15,0.2,0.025
0.3,5,5,16,0.2,0.025
0.3,5,5,17,0,0
0.3,5,5,18,0.2,0
0.3,5,5,19,0.2,0
0.3,5,5,20,0.2,0
0.3,5,5,21,0.2,0
0.3,5,5,22,0.2,0.075
0.3,5,5,23,0,0
0.3,5,5,24,0.2,0.075
0.3,5,5,25,0.2,0
0.3,5,5,26,0,0
0.3,5,5,27,0,0
0.3,5,5,28,0.2,0
0.3,5,5,29,0.4,0
0.3,5,10,0,0.4,0.011111111111111112
0.3,5,10,1,0.2,0.011111111111111112
0.3,5,10,2,0,0
0.3,5,10,3,0.4,0.022222222222222223
0.3,5,10,4,0.2,0
0.3,5,10,5,0.2,0.011111111111111112
0.3,5,10,6,0.2,0.011111111111111112
0.3,5,10,7,0,0.011111111111111112
0.3,5,10,8,0.2,0.03333333333333333
0.3,5,10,9,0.2,0
0.3,5,10,10,0.2,0.022222222222222223
0.3,5,10,11,0.2,0
0.3,5,10,12,0.2,0.011111111111111112
0.3,5,10,13,0.2,0
0.3,5,10,14,0.2,0
0.3,5,10,15,0,0
0.3,5,10,16,0.2,0
0.3,5,10,17,0.2,0.011111111111111112
0.3,5,10,18,0,0
0.3,5,10,19,0.2,0
0.3,5,10,20,0,0
0.3,5,10,21,0.2,0
0.3,5,10,22,0,0.011111111111111112
0.3,5,10,23,0.2,0.022222222222222223
0.3,5,10,24,0.2,0.011111111111111112
0.3,5,10,25,0.2,0.011111111111111112
0.3,5,10,26,0.2,0
0.3,5,10,27,0.4,0.011111111111111112
0.3,5,10,28,0.2,0
0.3,5,10,29,0.2,0.011111111111111112
0.3,5,20,0,0.4,0.015789473684210527
0.3,5,20,1,0.2,0.021052631578947368
0.3,5,20,2,0,0.005263157894736842
0.3,5,20,3,0.2,0.02631578947368421
0.3,5,20,4,0.2,0.010526315789473684
0.3,5,20,5,0.2,0.010526315789473684
0.3,5,20,6,0.2,0.005263157894736842
0.3,5,20,7,0,0.010526315789473684
0.3,5,20,8,0.2,0.005263157894736842
0.3,5,20,9,0.2,0.010526315789473684
0.3,5,20,10,0.2,0.021052631578947368
0.3,5,20,11,0.2,0.015789473684210527
0.3,5,20,12,0.2,0.03684210526315789
0.3,5,20,13,0,0
0.3,5,20,14,0.2,0.005263157894736842
0.3,5,20,15,0.2,0.005263157894736842
0.3,5,20,16,0,0
0.3,5,20,17,0,0
0.3,5,20,18,0.2,0.005263157894736842
0.3,5,20,19,0,0
0.3,5,20,20,0.2,0.015789473684210527
0.3,5,20,21,0.2,0.015789473684210527
0.3,5,20,22,0.2,0.010526315789473684
0.3,5,20,23,0.2,0
0.3,5,20,24,0.2,0.005263157894736842
0.3,5,20,25,0.4,0.015789473684210527
0.3,5,20,26,0.2,0
0.3,5,20,27,0,0.005263157894736842
0.3,5,20,28,0.4,0
0.3,5,20,29,0.2,0
0.3,5,30,0,0.2,0.013793103448275862
0.3,5,30,1,0.2,0.006896551724137931
0.3,5,30,2,0,0
0.3,5,30,3,0.2,0.0034482758620689655
0.3,5,30,4,0.2,0.027586206896551724
0.3,5,30,5,0.2,0
0.3,5,30,6,0.2,0.0034482758620689655
0.3,5,30,7,0.2,0.006896551724137931
0.3,5,30,8,0,0.006896551724137931
0.3,5,30,9,0.4,0.006896551724137931
0.3,5,30,10,0,0.0034482758620689655
0.3,5,30,11,0.4,0.017241379310344827
0.3,5,30,12,0,0.020689655172413793
0.3,5,30,13,0.2,0.0034482758620689655
0.3,5,30,14,0.2,0.0034482758620689655
0.3,5,30,15,0,0
0.3,5,30,16,0,0.0034482758620689655
0.3,5,30,17,0.2,0
0.3,5,30,18,0.2,0.0034482758620689655
0.3,5,30,19,0.2,0.013793103448275862
0.3,5,30,20,0.2,0.013793103448275862
0.3,5,30,21,0.2,0
0.3,5,30,22,0.2,0.006896551724137931
0.3,5,30,23,0,0
0.3,5,30,24,0.2,0
0.3,5,30,25,0.2,0.0034482758620689655
0.3,5,30,26,0.4,0.02413793103448276
0.3,5,30,27,0.2,0
0.3,5,30,28,0.2,0.006896551724137931
0.3,5,30,29,0.2,0
0.3,100,5,0,0.05,0.01994949494949495
0.3,100,5,1,0.06,0.02505050505050505
0.3,100,5,2,0.06,0.023434343434343433
0.3,100,5,3,0.11,0.022272727272727274
0.3,100,5,4,0.06,0.013737373737373739
0.3,100,5,5,0.08,0.024494949494949493
0.3,100,5,6,0.06,0.024242424242424242
0.3,100,5,7,0.06,0.018282828282828283
0.3,100,5,8,0.06,0.02691919191919192
0.3,100,5,9,0.07,0.020404040404040404
0.3,100,5,10,0.06,0.02181818181818182
0.3,100,5,11,0.06,0.013333333333333334
0.3,100,5,12,0.06,0.01398989898989899
0.3,100,5,13,0.05,0.020606060606060607
0.3,100,5,14,0.05,0.019393939393939394
0.3,100,5,15,0.06,0.026616161616161614
0.3,100,5,16,0.06,0.02262626262626263
0.3,100,5,17,0.08,0.025404040404040405
0.3,100,5,18,0.07,0.024646464646464646
0.3,100,5,19,0.07,0.027575757575757576
0.3,100,5,20,0.06,0.025303030303030303
0.3,100,5,21,0.06,0.015707070707070708
0.3,100,5,22,0.09,0.03005050505050505
0.3,100,5,23,0.05,0.015303030303030303
0.3,100,5,24,0.06,0.018838383838383838
0.3,100,5,25,0.07,0.02484848484848485
0.3,100,5,26,0.08,0.02
0.3,100,5,27,0.07,0.017727272727272727
0.3,100,5,28,0.06,0.015252525252525252
0.3,100,5,29,0.06,0.013636363636363637
0.3,100,10,0,0.15,0.01638608305274972
0.3,100,10,1,0.17,0.012749719416386081
0.3,100,10,2,0.13,0.009854096520763187
0.3,100,10,3,0.13,0.012615039281705948
0.3,100,10,4,0.13,0.01292929292929293
0.3,100,10,5,0.12,0.009652076318742986
0.3,100,10,6,0.13,0.008170594837261505
0.3,100,10,7,0.16,0.013153759820426486
0.3,100,10,8,0.15,0.01616161616161616
0.3,100,10,9,0.12,0.010505050505050505
0.3,100,10,10,0.13,0.009607182940516275
0.3,100,10,11,0.13,0.009696969696969697
0.3,100,10,12,0.17,0.013692480359147026
0.3,100,10,13,0.13,0.011335578002244669
0.3,100,10,14,0.13,0.015016835016835015
0.3,100,10,15,0.16,0.017800224466891133
0.3,100,10,16,0.12,0.016992143658810327
0.3,100,10,17,0.13,0.013355780022446688
0.3,100,10,18,0.14,0.01324354657687991
0.3,100,10,19,0.11,0.016924803591470257
0.3,100,10,20,0.13,0.011268237934904602
0.3,100,10,21,0.11,0.012278338945005612
0.3,100,10,22,0.12,0.014567901234567903
0.3,100,10,23,0.12,0.009337822671156005
0.3,100,10,24,0.12,0.012951739618406285
0.3,100,10,25,0.13,0.012794612794612794
0.3,100,10,26,0.13,0.013647586980920315
0.3,100,10,27,0.12,0.010976430976430977
0.3,100,10,28,0.12,0.01292929292929293
0.3,100,10,29,0.15,0.01090909090909091
0.3,100,20,0,0.18,0.005433280170122276
0.3,100,20,1,0.19,0.008048910154173312
0.3,100,20,2,0.21,0.0077618288144603925
0.3,100,20,3,0.2,0.009835194045720362
0.3,100,20,4,0.19,0.008250930356193514
0.3,100,20,5,0.2,0.009558745348219032
0.3,100,20,6,0.21,0.008952684742158426
0.3,100,20,7,0.21,0.008293460925039872
0.3,100,20,8,0.23,0.005507708665603403
0.3,100,20,9,0.22,0.007910685805422648
0.3,100,20,10,0.19,0.00654970760233918
0.3,100,20,11,0.22,0.007751196172248804
0.3,100,20,12,0.16,0.008272195640616693
0.3,100,20,13,0.23,0.011270600744284954
0.3,100,20,14,0.2,0.008601807549175972
0.3,100,20,15,0.2,0.008995215311004785
0.3,100,20,16,0.18,0.006762360446570973
0.3,100,20,17,0.16,0.008293460925039872
0.3,100,20,18,0.22,0.009973418394471027
0.3,100,20,19,0.21,0.008665603402445508
0.3,100,20,20,0.24,0.011759702286018076
0.3,100,20,21,0.2,0.008676236044657098
0.3,100,20,22,0.22,0.005656565656565657
0.3,100,20,23,0.2,0.011196172248803827
0.3,100,20,24,0.2,0.008389154704944179
0.3,100,20,25,0.19,0.009750132908027644
0.3,100,20,26,0.19,0.010005316321105795
0.3,100,20,27,0.17,0.01032429558745348
0.3,100,20,28,0.21,0.009229133439659755
0.3,100,20,29,0.21,0.008155236576289209
0.3,100,30,0,0.28,0.006854754440961337
0.3,100,30,1,0.21,0.0061720654824103105
0.3,100,30,2,0.22,0.0059212817833507484
0.3,100,30,3,0.28,0.006701497735980495
0.3,100,30,4,0.2,0.006151166840822013
0.3,100,30,5,0.22,0.004862417276210379
0.3,100,30,6,0.22,0.006415882967607105
0.3,100,30,7,0.22,0.006443747823058168
0.3,100,30,8,0.2,0.005391849529780565
0.3,100,30,9,0.23,0.007774294670846395
0.3,100,30,10,0.31,0.0069871125043538835
0.3,100,30,11,0.21,0.005001741553465691
0.3,100,30,12,0.23,0.004946011842563567
0.3,100,30,13,0.23,0.008032044583768721
0.3,100,30,14,0.2,0.005621734587251829
0.3,100,30,15,0.24,0.005781957506095437
0.3,100,30,16,0.22,0.0063253221873911525
0.3,100,30,17,0.26,0.0068059909439219775
0.3,100,30,18,0.24,0.006485545106234761
0.3,100,30,19,0.26,0.008261929641239986
0.3,100,30,20,0.24,0.007370254266805991
0.3,100,30,21,0.23,0.007732497387669801
0.3,100,30,22,0.24,0.0052873563218390806
0.3,100,30,23,0.23,0.0056983629397422495
0.3,100,30,24,0.29,0.007962382445141065
0.3,100,30,25,0.22,0.007196098920236852
0.3,100,30,26,0.21,0.00421455938697318
0.3,100,30,27,0.24,0.00842911877394636
0.3,100,30,28,0.25,0.007168234064785789
0.3,100,30,29,0.27,0.0079554162312783
0.3,10,5,0,0.2,0.016666666666666666
0.3,10,5,1,0.1,0.005555555555555556
0.3,10,5,2,0.3,0.022222222222222223
0.3,10,5,3,0.3,0.016666666666666666
0.3,10,5,4,0.2,0
0.3,10,5,5,0.1,0
0.3,10,5,6,0.2,0
0.3,10,5,7,0.3,0.011111111111111112
0.3,10,5,8,0.2,0.022222222222222223
0.3,10,5,9,0.3,0.027777777777777776
0.3,10,5,10,0.2,0.03888888888888889
0.3,10,5,11,0.1,0
0.3,10,5,12,0.2,0
0.3,10,5,13,0.3,0.016666666666666666
0.3,10,5,14,0.3,0.03333333333333333
0.3,10,5,15,0.2,0.07777777777777778
0.3,10,5,16,0.2,0.03333333333333333
0.3,10,5,17,0.2,0.016666666666666666
0.3,10,5,18,0.1,0.011111111111111112
0.3,10,5,19,0.1,0
0.3,10,5,20,0.2,0.044444444444444446
0.3,10,5,21,0.1,0.005555555555555556
0.3,10,5,22,0.2,0.011111111111111112
0.3,10,5,23,0.1,0.005555555555555556
0.3,10,5,24,0.1,0
0.3,10,5,25,0.1,0.05555555555555555
0.3,10,5,26,0.3,0.03888888888888889
0.3,10,5,27,0.1,0
0.3,10,5,28,0.1,0
0.3,10,5,29,0.1,0.005555555555555556
0.3,10,10,0,0.3,0.0049382716049382715
0.3,10,10,1,0.4,0.022222222222222223
0.3,10,10,2,0.2,0.007407407407407408
0.3,10,10,3,0.2,0.0024691358024691358
0.3,10,10,4,0.1,0.0049382716049382715
0.3,10,10,5,0.1,0.0049382716049382715
0.3,10,10,6,0.3,0.007407407407407408
0.3,10,10,7,0.3,0.022222222222222223
0.3,10,10,8,0.2,0.007407407407407408
0.3,10,10,9,0.2,0.0049382716049382715
0.3,10,10,10,0.2,0.012345679012345678
0.3,10,10,11,0.2,0.02962962962962963
0.3,10,10,12,0.2,0.009876543209876543
0.3,10,10,13,0.4,0.012345679012345678
0.3,10,10,14,0.3,0.024691358024691357
0.3,10,10,15,0.2,0.007407407407407408
0.3,10,10,16,0.2,0
0.3,10,10,17,0.2,0.012345679012345678
0.3,10,10,18,0.3,0.017283950617283952
0.3,10,10,19,0.2,0.014814814814814815
0.3,10,10,20,0.3,0.024691358024691357
0.3,10,10,21,0.3,0.009876543209876543
0.3,10,10,22,0.2,0.0049382716049382715
0.3,10,10,23,0.2,0.014814814814814815
0.3,10,10,24,0.4,0.014814814814814815
0.3,10,10,25,0.3,0.014814814814814815
0.3,10,10,26,0.2,0.0049382716049382715
0.3,10,10,27,0.2,0.0049382716049382715
0.3,10,10,28,0.2,0.014814814814814815
0.3,10,10,29,0.1,0.02962962962962963
0.3,10,20,0,0.1,0.0023391812865497076
0.3,10,20,1,0.2,0.00935672514619883
0.3,10,20,2,0.3,0.00935672514619883
0.3,10,20,3,0.2,0.00935672514619883
0.3,10,20,4,0.3,0.0035087719298245615
0.3,10,20,5,0.1,0.005847953216374269
0.3,10,20,6,0.3,0.007017543859649123
0.3,10,20,7,0.3,0.007017543859649123
0.3,10,20,8,0.3,0.005847953216374269
0.3,10,20,9,0.2,0.008187134502923975
0.3,10,20,10,0.2,0.0023391812865497076
0.3,10,20,11,0.3,0.005847953216374269
0.3,10,20,12,0.3,0.004678362573099415
0.3,10,20,13,0.3,0.00935672514619883
0.3,10,20,14,0.3,0.0011695906432748538
0.3,10,20,15,0.3,0.011695906432748537
0.3,10,20,16,0.2,0.0023391812865497076
0.3,10,20,17,0.1,0.004678362573099415
0.3,10,20,18,0.2,0.00935672514619883
0.3,10,20,19,0.1,0.0023391812865497076
0.3,10,20,20,0.2,0.005847953216374269
0.3,10,20,21,0.2,0.007017543859649123
0.3,10,20,22,0.2,0.0011695906432748538
0.3,10,20,23,0.2,0.0035087719298245615
0.3,10,20,24,0.2,0.007017543859649123
0.3,10,20,25,0.2,0.008187134502923975
0.3,10,20,26,0.2,0.008187134502923975
0.3,10,20,27,0.2,0.0011695906432748538
0.3,10,20,28,0.2,0.004678362573099415
0.3,10,20,29,0.3,0.00935672514619883
0.3,10,30,0,0.2,0.009195402298850575
0.3,10,30,1,0.2,0.007662835249042145
0.3,10,30,2,0.2,0.006130268199233717
0.3,10,30,3,0.2,0.004597701149425287
0.3,10,30,4,0.1,0.004597701149425287
0.3,10,30,5,0.3,0.004597701149425287
0.3,10,30,6,0.3,0.0053639846743295016
0.3,10,30,7,0.2,0.0022988505747126436
0.3,10,30,8,0.2,0.0038314176245210726
0.3,10,30,9,0.2,0.004597701149425287
0.3,10,30,10,0.2,0.009195402298850575
0.3,10,30,11,0.3,0.00842911877394636
0.3,10,30,12,0.3,0.0030651340996168583
0.3,10,30,13,0.2,0.0038314176245210726
0.3,10,30,14,0.3,0.0038314176245210726
0.3,10,30,15,0.1,0.0038314176245210726
0.3,10,30,16,0.2,0.0030651340996168583
0.3,10,30,17,0.4,0.00842911877394636
0.3,10,30,18,0.5,0.010727969348659003
0.3,10,30,19,0.2,0.006896551724137931
0.3,10,30,20,0.2,0.011494252873563218
0.3,10,30,21,0.4,0.00842911877394636
0.3,10,30,22,0.1,0.0030651340996168583
0.3,10,30,23,0.2,0.006130268199233717
0.3,10,30,24,0.3,0.00842911877394636
0.3,10,30,25,0.3,0.0053639846743295016
0.3,10,30,26,0.3,0.00842911877394636
0.3,10,30,27,0.3,0.0038314176245210726
0.3,10,30,28,0.3,0.010727969348659003
0.3,10,30,29,0.3,0.0053639846743295016
0.3,20,5,0,0.15,0.011842105263157895
0.3,20,5,1,0.15,0.028947368421052635
0.3,20,5,2,0.15,0.007894736842105263
0.3,20,5,3,0.1,0.02631578947368421
0.3,20,5,4,0.15,0.019736842105263157
0.3,20,5,5,0.15,0.04078947368421053
0.3,20,5,6,0.15,0.010526315789473684
0.3,20,5,7,0.25,0.031578947368421054
0.3,20,5,8,0.15,0.009210526315789473
0.3,20,5,9,0.15,0.03684210526315789
0.3,20,5,10,0.1,0.018421052631578946
0.3,20,5,11,0.15,0.031578947368421054
0.3,20,5,12,0.2,0.02631578947368421
0.3,20,5,13,0.15,0.006578947368421052
0.3,20,5,14,0.15,0.019736842105263157
0.3,20,5,15,0.2,0.015789473684210527
0.3,20,5,16,0.2,0.021052631578947368
0.3,20,5,17,0.15,0.015789473684210527
0.3,20,5,18,0.1,0.005263157894736842
0.3,20,5,19,0.1,0.011842105263157895
0.3,20,5,20,0.2,0.021052631578947368
0.3,20,5,21,0.1,0.027631578947368424
0.3,20,5,22,0.2,0.027631578947368424
0.3,20,5,23,0.15,0.017105263157894738
0.3,20,5,24,0.2,0.017105263157894738
0.3,20,5,25,0.1,0.005263157894736842
0.3,20,5,26,0.2,0.02631578947368421
0.3,20,5,27,0.1,0.014473684210526317
0.3,20,5,28,0.1,0.007894736842105263
0.3,20,5,29,0.2,0.011842105263157895
0.3,20,10,0,0.15,0.011111111111111112
0.3,20,10,1,0.15,0.007602339181286549
0.3,20,10,2,0.2,0.00935672514619883
0.3,20,10,3,0.2,0.01286549707602339
0.3,20,10,4,0.2,0.02280701754385965
0.3,20,10,5,0.2,0.0035087719298245615
0.3,20,10,6,0.2,0.014035087719298246
0.3,20,10,7,0.2,0.004678362573099415
0.3,20,10,8,0.15,0.007602339181286549
0.3,20,10,9,0.2,0.03450292397660819
0.3,20,10,10,0.15,0.006432748538011695
0.3,20,10,11,0.25,0.015204678362573098
0.3,20,10,12,0.2,0.0029239766081871343
0.3,20,10,13,0.2,0.006432748538011695
0.3,20,10,14,0.25,0.005263157894736842
0.3,20,10,15,0.2,0.008771929824561403
0.3,20,10,16,0.25,0.021052631578947368
0.3,20,10,17,0.15,0.02046783625730994
0.3,20,10,18,0.15,0.005847953216374269
0.3,20,10,19,0.15,0.008187134502923977
0.3,20,10,20,0.25,0.008187134502923977
0.3,20,10,21,0.35,0.01871345029239766
0.3,20,10,22,0.2,0.012280701754385965
0.3,20,10,23,0.2,0.016374269005847954
0.3,20,10,24,0.15,0.004093567251461989
0.3,20,10,25,0.35,0.012280701754385965
0.3,20,10,26,0.15,0.007017543859649123
0.3,20,10,27,0.3,0.015204678362573098
0.3,20,10,28,0.25,0.01286549707602339
0.3,20,10,29,0.3,0.016374269005847954
0.3,20,20,0,0.3,0.006925207756232687
0.3,20,20,1,0.25,0.0110803324099723
0.3,20,20,2,0.25,0.006371191135734072
0.3,20,20,3,0.25,0.009695290858725761
0.3,20,20,4,0.35,0.010803324099722992
0.3,20,20,5,0.25,0.004986149584487534
0.3,20,20,6,0.45,0.012742382271468145
0.3,20,20,7,0.2,0.006094182825484765
0.3,20,20,8,0.35,0.012742382271468145
0.3,20,20,9,0.25,0.007756232686980609
0.3,20,20,10,0.3,0.0110803324099723
0.3,20,20,11,0.25,0.009418282548476454
0.3,20,20,12,0.4,0.008864265927977838
0.3,20,20,13,0.2,0.006371191135734072
0.3,20,20,14,0.25,0.007756232686980609
0.3,20,20,15,0.25,0.006371191135734072
0.3,20,20,16,0.3,0.009141274238227148
0.3,20,20,17,0.2,0.004986149584487534
0.3,20,20,18,0.2,0.009141274238227148
0.3,20,20,19,0.25,0.006371191135734072
0.3,20,20,20,0.35,0.01218836565096953
0.3,20,20,21,0.15,0.0013850415512465374
0.3,20,20,22,0.5,0.015235457063711912
0.3,20,20,23,0.2,0.0022160664819944596
0.3,20,20,24,0.4,0.009141274238227148
0.3,20,20,25,0.3,0.008587257617728532
0.3,20,20,26,0.35,0.008033240997229917
0.3,20,20,27,0.2,0.007479224376731302
0.3,20,20,28,0.3,0.00664819944598338
0.3,20,20,29,0.25,0.007479224376731302
0.3,20,30,0,0.2,0.0074410163339382945
0.3,20,30,1,0.3,0.005263157894736842
0.3,20,30,2,0.2,0.004718693284936479
0.3,20,30,3,0.45,0.006715063520871143
0.3,20,30,4,0.15,0.0027223230490018148
0.3,20,30,5,0.25,0.005081669691470054
0.3,20,30,6,0.35,0.005263157894736842
0.3,20,30,7,0.25,0.004537205081669692
0.3,20,30,8,0.2,0.004718693284936479
0.3,20,30,9,0.2,0.004718693284936479
0.3,20,30,10,0.4,0.010707803992740472
0.3,20,30,11,0.3,0.006533575317604356
0.3,20,30,12,0.2,0.0029038112522686023
0.3,20,30,13,0.35,0.006352087114337568
0.3,20,30,14,0.25,0.006352087114337568
0.3,20,30,15,0.35,0.003266787658802178
0.3,20,30,16,0.25,0.006715063520871143
0.3,20,30,17,0.3,0.007803992740471869
0.3,20,30,18,0.25,0.007985480943738656
0.3,20,30,19,0.2,0.003992740471869328
0.3,20,30,20,0.25,0.005807622504537205
0.3,20,30,21,0.25,0.004355716878402904
0.3,20,30,22,0.2,0.008892921960072596
0.3,20,30,23,0.3,0.008166969147005446
0.3,20,30,24,0.25,0.005263157894736842
0.3,20,30,25,0.2,0.003629764065335753
0.3,20,30,26,0.3,0.005807622504537205
0.3,20,30,27,0.2,0.006170598911070781
0.3,20,30,28,0.25,0.004355716878402904
0.3,20,30,29,0.2,0.006896551724137932
0.3,30,5,0,0.16666666666666666,0.03505747126436781
0.3,30,5,1,0.13333333333333333,0.010919540229885057
0.3,30,5,2,0.13333333333333333,0.010919540229885057
0.3,30,5,3,0.13333333333333333,0.015517241379310345
0.3,30,5,4,0.1,0.006896551724137932
0.3,30,5,5,0.1,0.006896551724137932
0.3,30,5,6,0.13333333333333333,0.022988505747126436
0.3,30,5,7,0.1,0.0028735632183908046
0.3,30,5,8,0.1,0.011494252873563218
0.3,30,5,9,0.13333333333333333,0.03103448275862069
0.3,30,5,10,0.1,0.007471264367816092
0.3,30,5,11,0.13333333333333333,0.014942528735632184
0.3,30,5,12,0.16666666666666666,0.02528735632183908
0.3,30,5,13,0.13333333333333333,0.016666666666666666
0.3,30,5,14,0.1,0.00632183908045977
0.3,30,5,15,0.13333333333333333,0.03160919540229885
0.3,30,5,16,0.13333333333333333,0.013218390804597703
0.3,30,5,17,0.13333333333333333,0.011494252873563218
0.3,30,5,18,0.23333333333333334,0.022988505747126436
0.3,30,5,19,0.16666666666666666,0.021839080459770115
0.3,30,5,20,0.16666666666666666,0.02528735632183908
0.3,30,5,21,0.13333333333333333,0.01954022988505747
0.3,30,5,22,0.13333333333333333,0.008045977011494253
0.3,30,5,23,0.1,0.0028735632183908046
0.3,30,5,24,0.13333333333333333,0.017816091954022992
0.3,30,5,25,0.13333333333333333,0.010919540229885057
0.3,30,5,26,0.13333333333333333,0.017241379310344827
0.3,30,5,27,0.1,0.009770114942528735
0.3,30,5,28,0.13333333333333333,0.022413793103448276
0.3,30,5,29,0.16666666666666666,0.010344827586206896
