r,n,m,i,bs,jri
0.3,30,10,0,0.2,0.008939974457215836
0.3,30,10,1,0.23333333333333334,0.023243933588761173
0.3,30,10,2,0.23333333333333334,0.013282247765006385
0.3,30,10,3,0.2,0.007407407407407408
0.3,30,10,4,0.2,0.011494252873563218
0.3,30,10,5,0.2,0.009450830140485313
0.3,30,10,6,0.13333333333333333,0.004342273307790549
0.3,30,10,7,0.2,0.020434227330779053
0.3,30,10,8,0.2,0.010472541507024265
0.3,30,10,9,0.23333333333333334,0.01839080459770115
0.3,30,10,10,0.2,0.013537675606641124
0.3,30,10,11,0.26666666666666666,0.011749680715197957
0.3,30,10,12,0.2,0.007662835249042145
0.3,30,10,13,0.3,0.014814814814814815
0.3,30,10,14,0.16666666666666666,0.011749680715197957
0.3,30,10,15,0.2,0.011494252873563218
0.3,30,10,16,0.26666666666666666,0.020689655172413793
0.3,30,10,17,0.23333333333333334,0.005874840357598978
0.3,30,10,18,0.16666666666666666,0.011494252873563218
0.3,30,10,19,0.23333333333333334,0.005619412515964241
0.3,30,10,20,0.2,0.024265644955300127
0.3,30,10,21,0.13333333333333333,0.008173690932311623
0.3,30,10,22,0.2,0.019412515964240103
0.3,30,10,23,0.16666666666666666,0.011749680715197957
0.3,30,10,24,0.3333333333333333,0.022733077905491696
0.3,30,10,25,0.13333333333333333,0.0066411238825031926
0.3,30,10,26,0.2,0.012005108556832695
0.3,30,10,27,0.16666666666666666,0.004853128991060026
0.3,30,10,28,0.13333333333333333,0.020689655172413793
0.3,30,10,29,0.26666666666666666,0.012771392081736908
0.3,30,20,0,0.23333333333333334,0.009074410163339382
0.3,30,20,1,0.26666666666666666,0.00822746521476104
0.3,30,20,2,0.26666666666666666,0.006775559588626739
0.3,30,20,3,0.36666666666666664,0.010526315789473684
0.3,30,20,4,0.3333333333333333,0.013914095583787053
0.3,30,20,5,0.16666666666666666,0.003992740471869328
0.3,30,20,6,0.3,0.006412583182093164
0.3,30,20,7,0.23333333333333334,0.00967937084089534
0.3,30,20,8,0.23333333333333334,0.011373260738052027
0.3,30,20,9,0.23333333333333334,0.006775559588626739
0.3,30,20,10,0.26666666666666666,0.0055656382335148216
0.3,30,20,11,0.26666666666666666,0.005202661826981246
0.3,30,20,12,0.23333333333333334,0.012704174228675135
0.3,30,20,13,0.3,0.010163339382940107
0.3,30,20,14,0.26666666666666666,0.00967937084089534
0.3,30,20,15,0.23333333333333334,0.00967937084089534
0.3,30,20,16,0.3,0.00955837870538415
0.3,30,20,17,0.3,0.01101028433151845
0.3,30,20,18,0.23333333333333334,0.006291591046581973
0.3,30,20,19,0.26666666666666666,0.009195402298850575
0.3,30,20,20,0.4,0.009921355111917725
0.3,30,20,21,0.36666666666666664,0.010042347247428918
0.3,30,20,22,0.23333333333333334,0.009800362976406534
0.3,30,20,23,0.16666666666666666,0.0031457955232909863
0.3,30,20,24,0.3333333333333333,0.00967937084089534
0.3,30,20,25,0.26666666666666666,0.010405323653962493
0.3,30,20,26,0.23333333333333334,0.009074410163339382
0.3,30,20,27,0.26666666666666666,0.006896551724137932
0.3,30,20,28,0.26666666666666666,0.010768300060496068
0.3,30,20,29,0.23333333333333334,0.011131276467029643
0.3,30,30,0,0.3333333333333333,0.008402695204122077
0.3,30,30,1,0.3,0.005628220372572335
0.3,30,30,2,0.3,0.009036860879904875
0.3,30,30,3,0.26666666666666666,0.00721363456202933
0.3,30,30,4,0.3333333333333333,0.006103844629409433
0.3,30,30,5,0.26666666666666666,0.0047562425683709865
0.3,30,30,6,0.23333333333333334,0.005548949663099484
0.3,30,30,7,0.26666666666666666,0.006183115338882283
0.3,30,30,8,0.3,0.006738010305192232
0.3,30,30,9,0.4,0.010067380103051922
0.3,30,30,10,0.23333333333333334,0.0033293697978596906
0.3,30,30,11,0.26666666666666666,0.0064209274673008325
0.3,30,30,12,0.3,0.008481965913594926
0.3,30,30,13,0.3,0.005231866825208086
0.3,30,30,14,0.3333333333333333,0.008481965913594926
0.3,30,30,15,0.36666666666666664,0.009116131589377725
0.3,30,30,16,0.36666666666666664,0.006500198176773682
0.3,30,30,17,0.3,0.0047562425683709865
0.3,30,30,18,0.3,0.006103844629409433
0.3,30,30,19,0.3,0.008719778042013477
0.3,30,30,20,0.36666666666666664,0.0069758224336107805
0.3,30,30,21,0.26666666666666666,0.007134363852556481
0.3,30,30,22,0.26666666666666666,0.008164883075703528
0.3,30,30,23,0.36666666666666664,0.0064209274673008325
0.3,30,30,24,0.23333333333333334,0.006896551724137932
0.3,30,30,25,0.23333333333333334,0.006658739595719381
0.3,30,30,26,0.2,0.008719778042013477
0.3,30,30,27,0.3,0.0069758224336107805
0.3,30,30,28,0.2,0.0024573919936583433
0.3,30,30,29,0.26666666666666666,0.0058660325009908835
0.3,50,5,0,0.1,0.035510204081632656
0.3,50,5,1,0.14,0.03387755102040816
0.3,50,5,2,0.08,0.009591836734693876
0.3,50,5,3,0.08,0.02
0.3,50,5,4,0.1,0.019591836734693877
0.3,50,5,5,0.1,0.012244897959183673
0.3,50,5,6,0.1,0.011020408163265306
0.3,50,5,7,0.1,0.0326530612244898
0.3,50,5,8,0.1,0.03612244897959184
0.3,50,5,9,0.12,0.02775510204081633
0.3,50,5,10,0.12,0.01693877551020408
0.3,50,5,11,0.08,0.004897959183673469
0.3,50,5,12,0.1,0.011020408163265306
0.3,50,5,13,0.1,0.011224489795918368
0.3,50,5,14,0.1,0.019387755102040816
0.3,50,5,15,0.08,0.022448979591836737
0.3,50,5,16,0.1,0.028163265306122447
0.3,50,5,17,0.1,0.009387755102040816
0.3,50,5,18,0.08,0.013877551020408165
0.3,50,5,19,0.08,0.023265306122448978
0.3,50,5,20,0.14,0.028163265306122447
0.3,50,5,21,0.08,0.02122448979591837
0.3,50,5,22,0.08,0.02122448979591837
0.3,50,5,23,0.08,0.007142857142857143
0.3,50,5,24,0.06,0.009387755102040816
0.3,50,5,25,0.08,0.031224489795918367
0.3,50,5,26,0.1,0.015714285714285715
0.3,50,5,27,0.08,0.004285714285714286
0.3,50,5,28,0.2,0.040612244897959185
0.3,50,5,29,0.1,0.018163265306122448
0.3,50,10,0,0.16,0.01668934240362812
0.3,50,10,1,0.14,0.008435374149659863
0.3,50,10,2,0.22,0.012607709750566893
0.3,50,10,3,0.18,0.01596371882086168
0.3,50,10,4,0.18,0.011609977324263039
0.3,50,10,5,0.18,0.012879818594104307
0.3,50,10,6,0.14,0.017414965986394557
0.3,50,10,7,0.16,0.012335600907029478
0.3,50,10,8,0.2,0.014240362811791384
0.3,50,10,9,0.26,0.01786848072562358
0.3,50,10,10,0.24,0.01904761904761905
0.3,50,10,11,0.14,0.013242630385487527
0.3,50,10,12,0.18,0.013786848072562358
0.3,50,10,13,0.3,0.018866213151927436
0.3,50,10,14,0.16,0.005532879818594105
0.3,50,10,15,0.18,0.017687074829931974
0.3,50,10,16,0.18,0.012607709750566893
0.3,50,10,17,0.14,0.008798185941043084
0.3,50,10,18,0.14,0.019773242630385487
0.3,50,10,19,0.14,0.01052154195011338
0.3,50,10,20,0.18,0.013877551020408165
0.3,50,10,21,0.16,0.014693877551020407
0.3,50,10,22,0.16,0.013877551020408165
0.3,50,10,23,0.12,0.012063492063492064
0.3,50,10,24,0.16,0.009977324263038548
0.3,50,10,25,0.16,0.010884353741496598
0.3,50,10,26,0.14,0.006167800453514739
0.3,50,10,27,0.16,0.012426303854875285
0.3,50,10,28,0.18,0.012426303854875285
0.3,50,10,29,0.2,0.010068027210884354
0.3,50,20,0,0.22,0.007303974221267454
0.3,50,20,1,0.16,0.008635875402792696
0.3,50,20,2,0.22,0.01142857142857143
0.3,50,20,3,0.2,0.007089151450053706
0.3,50,20,4,0.22,0.006831364124597207
0.3,50,20,5,0.3,0.009838882921589688
0.3,50,20,6,0.2,0.005800214822771214
0.3,50,20,7,0.24,0.0080343716433942
0.3,50,20,8,0.28,0.0063587540279269605
0.3,50,20,9,0.32,0.009237379162191193
0.3,50,20,10,0.3,0.010698174006444683
0.3,50,20,11,0.28,0.010483351235230934
0.3,50,20,12,0.24,0.008464017185821697
0.3,50,20,13,0.26,0.00816326530612245
0.3,50,20,14,0.26,0.011084854994629429
0.3,50,20,15,0.26,0.007261009667024705
0.3,50,20,16,0.24,0.008807733619763695
0.3,50,20,17,0.22,0.008378088077336197
0.3,50,20,18,0.24,0.010354457572502685
0.3,50,20,19,0.3,0.009194414607948441
0.3,50,20,20,0.36,0.010870032223415683
0.3,50,20,21,0.2,0.010268528464017187
0.3,50,20,22,0.22,0.00648764769065521
0.3,50,20,23,0.24,0.007991407089151449
0.3,50,20,24,0.22,0.003651987110633727
0.3,50,20,25,0.22,0.007647690655209452
0.3,50,20,26,0.24,0.007261009667024705
0.3,50,20,27,0.24,0.011858216970998927
0.3,50,20,28,0.26,0.011385606874328678
0.3,50,20,29,0.2,0.005800214822771214
0.3,50,30,0,0.24,0.006108374384236454
0.3,50,30,1,0.28,0.005883180858550316
0.3,50,30,2,0.2,0.005489092188599577
0.3,50,30,3,0.24,0.006530612244897959
0.3,50,30,4,0.2,0.0040534834623504575
0.3,50,30,5,0.26,0.006783954961294862
0.3,50,30,6,0.28,0.00402533427163969
0.3,50,30,7,0.34,0.005770584095707249
0.3,50,30,8,0.22,0.005432793807178044
0.3,50,30,9,0.26,0.00661505981703026
0.3,50,30,10,0.3,0.006699507389162562
0.3,50,30,11,0.28,0.007206192821956369
0.3,50,30,12,0.24,0.006530612244897959
0.3,50,30,13,0.26,0.008895144264602393
0.3,50,30,14,0.22,0.005151301900070374
0.3,50,30,15,0.28,0.0070654468684025334
0.3,50,30,16,0.3,0.005742434904996482
0.3,50,30,17,0.26,0.004137931034482759
0.3,50,30,18,0.28,0.008698099929627022
0.3,50,30,19,0.18,0.00748768472906404
0.3,50,30,20,0.26,0.00912033779028853
0.3,50,30,21,0.26,0.006783954961294862
0.3,50,30,22,0.22,0.005714285714285715
0.3,50,30,23,0.3,0.0057987332864180155
0.3,50,30,24,0.32,0.007149894440534835
0.3,50,30,25,0.26,0.00681210415200563
0.3,50,30,26,0.28,0.007684729064039409
0.3,50,30,27,0.3,0.00796622097114708
0.3,50,30,28,0.2,0.004278676988036594
0.3,50,30,29,0.32,0.009627023223082336
0.4,5,5,0,0.2,0
0.4,5,5,1,0.2,0
0.4,5,5,2,0.2,0
0.4,5,5,3,0.4,0.05
0.4,5,5,4,0.2,0.025
0.4,5,5,5,0,0
0.4,5,5,6,0.2,0
0.4,5,5,7,0,0
0.4,5,5,8,0.2,0.05
0.4,5,5,9,0.2,0
0.4,5,5,10,0.2,0.025
0.4,5,5,11,0.2,0.025
0.4,5,5,12,0.2,0
0.4,5,5,13,0.2,0.05
0.4,5,5,14,0.2,0
0.4,5,5,15,0.2,0
0.4,5,5,16,0.2,0
0.4,5,5,17,0.2,0
0.4,5,5,18,0,0
0.4,5,5,19,0,0
0.4,5,5,20,0,0
0.4,5,5,21,0.2,0.025
0.4,5,5,22,0.2,0.025
0.4,5,5,23,0.2,0
0.4,5,5,24,0,0
0.4,5,5,25,0.2,0
0.4,5,5,26,0.2,0
0.4,5,5,27,0.2,0
0.4,5,5,28,0.2,0.05
0.4,5,5,29,0.2,0
0.4,5,10,0,0.2,0.011111111111111112
0.4,5,10,1,0,0
0.4,5,10,2,0.4,0.044444444444444446
0.4,5,10,3,0.2,0.03333333333333333
0.4,5,10,4,0.2,0
0.4,5,10,5,0.2,0.022222222222222223
0.4,5,10,6,0,0.011111111111111112
0.4,5,10,7,0.2,0.011111111111111112
0.4,5,10,8,0,0
0.4,5,10,9,0.2,0.022222222222222223
0.4,5,10,10,0,0.011111111111111112
0.4,5,10,11,0,0.011111111111111112
0.4,5,10,12,0.2,0
0.4,5,10,13,0.2,0.011111111111111112
0.4,5,10,14,0.2,0
0.4,5,10,15,0.2,0.022222222222222223
0.4,5,10,16,0.2,0.011111111111111112
0.4,5,10,17,0.2,0.011111111111111112
0.4,5,10,18,0.2,0.011111111111111112
0.4,5,10,19,0,0
0.4,5,10,20,0.2,0.022222222222222223
0.4,5,10,21,0,0.011111111111111112
0.4,5,10,22,0.2,0.011111111111111112
0.4,5,10,23,0.2,0
0.4,5,10,24,0.2,0.011111111111111112
0.4,5,10,25,0,0
0.4,5,10,26,0,0
0.4,5,10,27,0,0.011111111111111112
0.4,5,10,28,0,0
0.4,5,10,29,0.2,0.03333333333333333
0.4,5,20,0,0.4,0.021052631578947368
0.4,5,20,1,0.2,0.005263157894736842
0.4,5,20,2,0.2,0.015789473684210527
0.4,5,20,3,0.2,0
0.4,5,20,4,0.2,0.021052631578947368
0.4,5,20,5,0.2,0.010526315789473684
0.4,5,20,6,0.2,0.010526315789473684
0.4,5,20,7,0.2,0.010526315789473684
0.4,5,20,8,0.2,0.015789473684210527
0.4,5,20,9,0.2,0.015789473684210527
0.4,5,20,10,0.2,0.021052631578947368
0.4,5,20,11,0.2,0.010526315789473684
0.4,5,20,12,0.2,0.010526315789473684
0.4,5,20,13,0.2,0
0.4,5,20,14,0.2,0.005263157894736842
0.4,5,20,15,0,0
0.4,5,20,16,0,0.005263157894736842
0.4,5,20,17,0.2,0
0.4,5,20,18,0.2,0.010526315789473684
0.4,5,20,19,0.2,0.005263157894736842
0.4,5,20,20,0.2,0
0.4,5,20,21,0.2,0.010526315789473684
0.4,5,20,22,0,0.005263157894736842
0.4,5,20,23,0.2,0.015789473684210527
0.4,5,20,24,0.2,0.015789473684210527
0.4,5,20,25,0.2,0.005263157894736842
0.4,5,20,26,0.2,0.010526315789473684
0.4,5,20,27,0.2,0
0.4,5,20,28,0.2,0.010526315789473684
0.4,5,20,29,0.2,0.021052631578947368
0.4,5,30,0,0.4,0.006896551724137931
0.4,5,30,1,0.2,0.017241379310344827
0.4,5,30,2,0.2,0.0034482758620689655
0.4,5,30,3,0.2,0.013793103448275862
0.4,5,30,4,0.2,0.017241379310344827
0.4,5,30,5,0,0.010344827586206896
0.4,5,30,6,0,0.0034482758620689655
0.4,5,30,7,0.2,0.006896551724137931
0.4,5,30,8,0.2,0.013793103448275862
0.4,5,30,9,0.2,0.006896551724137931
0.4,5,30,10,0.2,0.010344827586206896
0.4,5,30,11,0.2,0.0034482758620689655
0.4,5,30,12,0.2,0.020689655172413793
0.4,5,30,13,0.2,0.006896551724137931
0.4,5,30,14,0.2,0.013793103448275862
0.4,5,30,15,0.2,0.006896551724137931
0.4,5,30,16,0,0.0034482758620689655
0.4,5,30,17,0.2,0.010344827586206896
0.4,5,30,18,0.2,0.0034482758620689655
0.4,5,30,19,0,0.0034482758620689655
0.4,5,30,20,0.2,0.0034482758620689655
0.4,5,30,21,0.2,0.0034482758620689655
0.4,5,30,22,0.2,0.010344827586206896
0.4,5,30,23,0.2,0.0034482758620689655
0.4,5,30,24,0.2,0.010344827586206896
0.4,5,30,25,0.2,0.0034482758620689655
0.4,5,30,26,0.2,0
0.4,5,30,27,0.2,0.006896551724137931
0.4,5,30,28,0.2,0.013793103448275862
0.4,5,30,29,0.2,0.0034482758620689655
0.4,100,5,0,0.07,0.02368686868686869
0.4,100,5,1,0.06,0.02484848484848485
0.4,100,5,2,0.05,0.025707070707070706
0.4,100,5,3,0.05,0.020858585858585858
0.4,100,5,4,0.11,0.026565656565656563
0.4,100,5,5,0.09,0.04
0.4,100,5,6,0.06,0.023434343434343433
0.4,100,5,7,0.06,0.014494949494949496
0.4,100,5,8,0.06,0.020858585858585858
0.4,100,5,9,0.07,0.02585858585858586
0.4,100,5,10,0.04,0.006414141414141414
0.4,100,5,11,0.06,0.015656565656565657
0.4,100,5,12,0.09,0.032474747474747476
0.4,100,5,13,0.06,0.026616161616161614
0.4,100,5,14,0.07,0.027626262626262624
0.4,100,5,15,0.05,0.015454545454545455
0.4,100,5,16,0.07,0.021515151515151515
0.4,100,5,17,0.06,0.019444444444444445
0.4,100,5,18,0.06,0.02080808080808081
0.4,100,5,19,0.06,0.02368686868686869
0.4,100,5,20,0.05,0.02590909090909091
0.4,100,5,21,0.06,0.02
0.4,100,5,22,0.05,0.013484848484848485
0.4,100,5,23,0.07,0.029393939393939396
0.4,100,5,24,0.05,0.015555555555555555
0.4,100,5,25,0.06,0.018838383838383838
0.4,100,5,26,0.06,0.013636363636363637
0.4,100,5,27,0.05,0.01868686868686869
0.4,100,5,28,0.05,0.01717171717171717
0.4,100,5,29,0.04,0.014747474747474747
0.4,100,10,0,0.14,0.009517396184062851
0.4,100,10,1,0.15,0.010033670033670034
0.4,100,10,2,0.12,0.01607182940516274
0.4,100,10,3,0.16,0.010123456790123456
0.4,100,10,4,0.12,0.0052974186307519645
0.4,100,10,5,0.15,0.01169472502805836
0.4,100,10,6,0.13,0.009225589225589225
0.4,100,10,7,0.12,0.011470258136924805
0.4,100,10,8,0.13,0.018271604938271607
0.4,100,10,9,0.11,0.012323232323232323
0.4,100,10,10,0.12,0.011043771043771043
0.4,100,10,11,0.13,0.017687991021324356
0.4,100,10,12,0.13,0.016184062850729517
0.4,100,10,13,0.12,0.0131986531986532
0.4,100,10,14,0.12,0.012278338945005612
0.4,100,10,15,0.11,0.013557800224466891
0.4,100,10,16,0.14,0.008911335578002244
0.4,100,10,17,0.13,0.013849607182940517
0.4,100,10,18,0.11,0.01075196408529742
0.4,100,10,19,0.13,0.00947250280583614
0.4,100,10,20,0.13,0.0068686868686868695
0.4,100,10,21,0.12,0.014343434343434342
0.4,100,10,22,0.13,0.014343434343434342
0.4,100,10,23,0.13,0.010078563411896745
0.4,100,10,24,0.12,0.01169472502805836
0.4,100,10,25,0.13,0.011919191919191918
0.4,100,10,26,0.09,0.012233445566778899
0.4,100,10,27,0.14,0.014545454545454545
0.4,100,10,28,0.15,0.012817059483726152
0.4,100,10,29,0.1,0.014904601571268238
0.4,100,20,0,0.2,0.008144603934077618
0.4,100,20,1,0.2,0.008708133971291866
0.4,100,20,2,0.22,0.007464114832535886
0.4,100,20,3,0.28,0.009175970228601808
0.4,100,20,4,0.17,0.00862307283359915
0.4,100,20,5,0.22,0.008580542264752791
0.4,100,20,6,0.2,0.006730462519936204
0.4,100,20,7,0.18,0.009548112706007443
0.4,100,20,8,0.22,0.007942583732057416
0.4,100,20,9,0.2,0.007293992557150452
0.4,100,20,10,0.2,0.008835725677830942
0.4,100,20,11,0.19,0.008229665071770335
0.4,100,20,12,0.19,0.005943646996278576
0.4,100,20,13,0.25,0.007655502392344498
0.4,100,20,14,0.18,0.007729930887825625
0.4,100,20,15,0.2,0.0070069112174375335
0.4,100,20,16,0.18,0.005337586390217969
0.4,100,20,17,0.22,0.005805422647527911
0.4,100,20,18,0.2,0.006794258373205742
0.4,100,20,19,0.2,0.009346092503987241
0.4,100,20,20,0.17,0.009016480595427964
0.4,100,20,21,0.21,0.010217969165337588
0.4,100,20,22,0.24,0.008219032429558746
0.4,100,20,23,0.22,0.009218500797448166
0.4,100,20,24,0.22,0.009526847421584264
0.4,100,20,25,0.17,0.007208931419457735
0.4,100,20,26,0.24,0.009484316852737906
0.4,100,20,27,0.23,0.00937799043062201
0.4,100,20,28,0.2,0.007793726741095162
0.4,100,20,29,0.23,0.010483785220627326
0.4,100,30,0,0.31,0.006276558690351795
0.4,100,30,1,0.28,0.0065412748171368865
0.4,100,30,2,0.32,0.007453848833159179
0.4,100,30,3,0.25,0.006429815395332637
0.4,100,30,4,0.3,0.007307558342041101
0.4,100,30,5,0.23,0.004834552420759317
0.4,100,30,6,0.24,0.006931382793451759
0.4,100,30,7,0.25,0.005712295367467781
0.4,100,30,8,0.28,0.00664576802507837
0.4,100,30,9,0.27,0.007237896203413445
0.4,100,30,10,0.29,0.007412051549982585
0.4,100,30,11,0.23,0.00582375478927203
0.4,100,30,12,0.25,0.0077255311738070355
0.4,100,30,13,0.22,0.007377220480668757
0.4,100,30,14,0.24,0.007488679902473007
0.4,100,30,15,0.23,0.0055102751654475795
0.4,100,30,16,0.25,0.007335423197492163
0.4,100,30,17,0.3,0.007641936607453849
0.4,100,30,18,0.26,0.006771159874608151
0.4,100,30,19,0.39,0.008533611981887844
0.4,100,30,20,0.27,0.006590038314176245
0.4,100,30,21,0.25,0.007377220480668757
0.4,100,30,22,0.27,0.0058794845001741555
0.4,100,30,23,0.22,0.006520376175548589
0.4,100,30,24,0.22,0.006861720654824104
0.4,100,30,25,0.26,0.005809822361546499
0.4,100,30,26,0.22,0.006638801811215605
0.4,100,30,27,0.27,0.007439916405433646
0.4,100,30,28,0.23,0.006095437129919889
0.4,100,30,29,0.29,0.007669801462904911
0.4,10,5,0,0.1,0.016666666666666666
0.4,10,5,1,0.2,0
0.4,10,5,2,0.1,0.022222222222222223
0.4,10,5,3,0.1,0
0.4,10,5,4,0.1,0
0.4,10,5,5,0.1,0
0.4,10,5,6,0.2,0
0.4,10,5,7,0.1,0.027777777777777776
0.4,10,5,8,0.1,0.011111111111111112
0.4,10,5,9,0.1,0
0.4,10,5,10,0.1,0
0.4,10,5,11,0.2,0.05
0.4,10,5,12,0.1,0.005555555555555556
0.4,10,5,13,0.1,0
0.4,10,5,14,0.1,0
0.4,10,5,15,0.1,0
0.4,10,5,16,0.1,0.005555555555555556
0.4,10,5,17,0.2,0.011111111111111112
0.4,10,5,18,0.2,0.011111111111111112
0.4,10,5,19,0.1,0
0.4,10,5,20,0.2,0.022222222222222223
0.4,10,5,21,0.1,0.005555555555555556
0.4,10,5,22,0.2,0.016666666666666666
0.4,10,5,23,0.1,0
0.4,10,5,24,0.2,0
0.4,10,5,25,0.1,0.005555555555555556
0.4,10,5,26,0.1,0.05
0.4,10,5,27,0.2,0.016666666666666666
0.4,10,5,28,0.1,0
0.4,10,5,29,0.2,0.022222222222222223
0.4,10,10,0,0.3,0.012345679012345678
0.4,10,10,1,0.2,0.0049382716049382715
0.4,10,10,2,0.2,0.0049382716049382715
0.4,10,10,3,0.3,0.027160493827160494
0.4,10,10,4,0.1,0.03209876543209876
0.4,10,10,5,0.2,0.019753086419753086
0.4,10,10,6,0.2,0.0024691358024691358
0.4,10,10,7,0.2,0.0024691358024691358
0.4,10,10,8,0.1,0.014814814814814815
0.4,10,10,9,0.2,0.009876543209876543
0.4,10,10,10,0.1,0.0024691358024691358
0.4,10,10,11,0.2,0.009876543209876543
0.4,10,10,12,0.2,0.0024691358024691358
0.4,10,10,13,0.2,0.0049382716049382715
0.4,10,10,14,0.2,0.009876543209876543
0.4,10,10,15,0.2,0.009876543209876543
0.4,10,10,16,0.2,0.014814814814814815
0.4,10,10,17,0.3,0.007407407407407408
0.4,10,10,18,0.4,0.0049382716049382715
0.4,10,10,19,0.2,0.0049382716049382715
0.4,10,10,20,0.2,0.012345679012345678
0.4,10,10,21,0.3,0.007407407407407408
0.4,10,10,22,0.2,0.0024691358024691358
0.4,10,10,23,0.2,0.0049382716049382715
0.4,10,10,24,0.1,0.009876543209876543
0.4,10,10,25,0.3,0.019753086419753086
0.4,10,10,26,0.1,0.012345679012345678
0.4,10,10,27,0.2,0.007407407407407408
0.4,10,10,28,0.2,0.007407407407407408
0.4,10,10,29,0.2,0.019753086419753086
0.4,10,20,0,0.3,0.007017543859649123
0.4,10,20,1,0.2,0.011695906432748537
0.4,10,20,2,0.3,0.007017543859649123
0.4,10,20,3,0.3,0.011695906432748537
0.4,10,20,4,0.3,0.010526315789473684
0.4,10,20,5,0.2,0.0035087719298245615
0.4,10,20,6,0.2,0.007017543859649123
0.4,10,20,7,0.2,0.005847953216374269
0.4,10,20,8,0.2,0.010526315789473684
0.4,10,20,9,0.1,0.0023391812865497076
0.4,10,20,10,0.2,0.004678362573099415
0.4,10,20,11,0.2,0.004678362573099415
0.4,10,20,12,0.2,0.0035087719298245615
0.4,10,20,13,0.3,0.007017543859649123
0.4,10,20,14,0.2,0.008187134502923975
0.4,10,20,15,0.2,0.007017543859649123
0.4,10,20,16,0.2,0.0035087719298245615
0.4,10,20,17,0.2,0.008187134502923975
0.4,10,20,18,0.1,0.004678362573099415
0.4,10,20,19,0.3,0.0023391812865497076
0.4,10,20,20,0.4,0.010526315789473684
0.4,10,20,21,0.2,0.0035087719298245615
0.4,10,20,22,0.3,0.010526315789473684
0.4,10,20,23,0.2,0.019883040935672516
0.4,10,20,24,0.2,0.004678362573099415
0.4,10,20,25,0.3,0.021052631578947368
0.4,10,20,26,0.2,0.012865497076023392
0.4,10,20,27,0.1,0.0035087719298245615
0.4,10,20,28,0.2,0.007017543859649123
0.4,10,20,29,0.2,0.00935672514619883
0.4,10,30,0,0.2,0.006896551724137931
0.4,10,30,1,0.2,0.0015325670498084292
0.4,10,30,2,0.2,0.0022988505747126436
0.4,10,30,3,0.4,0.010727969348659003
0.4,10,30,4,0.3,0.0030651340996168583
0.4,10,30,5,0.1,0.004597701149425287
0.4,10,30,6,0.2,0.0015325670498084292
0.4,10,30,7,0.1,0.006130268199233717
0.4,10,30,8,0.3,0.00842911877394636
0.4,10,30,9,0.4,0.009195402298850575
0.4,10,30,10,0.3,0.007662835249042145
0.4,10,30,11,0.2,0.016091954022988506
0.4,10,30,12,0.4,0.012260536398467433
0.4,10,30,13,0.2,0.004597701149425287
0.4,10,30,14,0.2,0.009195402298850575
0.4,10,30,15,0.2,0.007662835249042145
0.4,10,30,16,0.2,0.014559386973180079
0.4,10,30,17,0.1,7.662835249042146e-4
0.4,10,30,18,0.3,0.0053639846743295016
0.4,10,30,19,0.2,0.0038314176245210726
0.4,10,30,20,0.3,0.00996168582375479
0.4,10,30,21,0.3,0.010727969348659003
0.4,10,30,22,0.2,0.007662835249042145
0.4,10,30,23,0.4,0.009195402298850575
0.4,10,30,24,0.2,0.0053639846743295016
0.4,10,30,25,0.3,0.006130268199233717
0.4,10,30,26,0.2,0.006130268199233717
0.4,10,30,27,0.3,0.0053639846743295016
0.4,10,30,28,0.2,0.006130268199233717
0.4,10,30,29,0.4,0.006130268199233717
0.4,20,5,0,0.15,0.017105263157894738
0.4,20,5,1,0.1,0.011842105263157895
0.4,20,5,2,0.15,0.011842105263157895
0.4,20,5,3,0.25,0.015789473684210527
0.4,20,5,4,0.1,0.049999999999999996
0.4,20,5,5,0.15,0.027631578947368424
0.4,20,5,6,0.15,0.006578947368421052
0.4,20,5,7,0.15,0.017105263157894738
0.4,20,5,8,0.1,0.006578947368421052
0.4,20,5,9,0.1,0.005263157894736842
0.4,20,5,10,0.1,0.018421052631578946
0.4,20,5,11,0.15,0.006578947368421052
0.4,20,5,12,0.15,0.014473684210526317
0.4,20,5,13,0.15,0.035526315789473684
0.4,20,5,14,0.15,0.013157894736842105
0.4,20,5,15,0.15,0.035526315789473684
0.4,20,5,16,0.15,0.018421052631578946
0.4,20,5,17,0.1,0.002631578947368421
0.4,20,5,18,0.25,0.021052631578947368
0.4,20,5,19,0.1,0.007894736842105263
0.4,20,5,20,0.15,0.009210526315789473
0.4,20,5,21,0.2,0.010526315789473684
0.4,20,5,22,0.2,0.009210526315789473
0.4,20,5,23,0.15,0.014473684210526317
0.4,20,5,24,0.15,0.003947368421052632
0.4,20,5,25,0.2,0.02368421052631579
0.4,20,5,26,0.1,0.006578947368421052
0.4,20,5,27,0.2,0.03289473684210526
0.4,20,5,28,0.2,0.011842105263157895
0.4,20,5,29,0.05,0.002631578947368421
0.4,20,10,0,0.25,0.007602339181286549
0.4,20,10,1,0.15,0.0029239766081871343
0.4,20,10,2,0.25,0.015204678362573098
0.4,20,10,3,0.15,0.010526315789473684
0.4,20,10,4,0.1,0.0017543859649122807
0.4,20,10,5,0.25,0.01286549707602339
0.4,20,10,6,0.2,0.009941520467836256
0.4,20,10,7,0.2,0.010526315789473684
0.4,20,10,8,0.15,0.007017543859649123
0.4,20,10,9,0.25,0.017543859649122806
0.4,20,10,10,0.25,0.013450292397660818
0.4,20,10,11,0.25,0.00935672514619883
0.4,20,10,12,0.15,0.015204678362573098
