d,n,m,i,avg.t,effops,pj
0.3,20,10,29,51,140,51
0.3,20,20,0,48,280,92
0.3,20,20,1,49,280,97
0.3,20,20,2,48,280,97
0.3,20,20,3,49,280,100
0.3,20,20,4,48,280,94
0.3,20,20,5,46,280,97
0.3,20,20,6,51,280,90
0.3,20,20,7,49,280,91
0.3,20,20,8,52,280,96
0.3,20,20,9,51,280,94
0.3,20,20,10,48,280,92
0.3,20,20,11,49,280,93
0.3,20,20,12,52,280,93
0.3,20,20,13,48,280,88
0.3,20,20,14,49,280,96
0.3,20,20,15,49,280,93
0.3,20,20,16,48,280,101
0.3,20,20,17,48,280,96
0.3,20,20,18,50,280,94
0.3,20,20,19,48,280,91
0.3,20,20,20,49,280,98
0.3,20,20,21,52,280,99
0.3,20,20,22,48,280,94
0.3,20,20,23,51,280,87
0.3,20,20,24,50,280,91
0.3,20,20,25,50,280,97
0.3,20,20,26,51,280,97
0.3,20,20,27,50,280,98
0.3,20,20,28,51,280,90
0.3,20,20,29,47,280,88
0.3,20,30,0,50,420,141
0.3,20,30,1,48,420,133
0.3,20,30,2,50,420,130
0.3,20,30,3,51,420,137
0.3,20,30,4,50,420,148
0.3,20,30,5,52,420,137
0.3,20,30,6,52,420,131
0.3,20,30,7,52,420,131
0.3,20,30,8,50,420,133
0.3,20,30,9,48,420,123
0.3,20,30,10,49,420,134
0.3,20,30,11,52,420,126
0.3,20,30,12,49,420,135
0.3,20,30,13,50,420,122
0.3,20,30,14,48,420,121
0.3,20,30,15,50,420,134
0.3,20,30,16,50,420,135
0.3,20,30,17,51,420,138
0.3,20,30,18,48,420,142
0.3,20,30,19,48,420,134
0.3,20,30,20,50,420,133
0.3,20,30,21,46,420,135
0.3,20,30,22,46,420,135
0.3,20,30,23,50,420,136
0.3,20,30,24,51,420,138
0.3,20,30,25,50,420,137
0.3,20,30,26,49,420,145
0.3,20,30,27,48,420,134
0.3,20,30,28,48,420,137
0.3,20,30,29,52,420,140
0.3,30,5,0,47,105,44
0.3,30,5,1,48,105,46
0.3,30,5,2,50,105,45
0.3,30,5,3,51,105,46
0.3,30,5,4,56,105,48
0.3,30,5,5,48,105,44
0.3,30,5,6,49,105,45
0.3,30,5,7,52,105,48
0.3,30,5,8,49,105,44
0.3,30,5,9,49,105,46
0.3,30,5,10,51,105,43
0.3,30,5,11,53,105,45
0.3,30,5,12,50,105,44
0.3,30,5,13,49,105,42
0.3,30,5,14,49,105,48
0.3,30,5,15,47,105,44
0.3,30,5,16,46,105,46
0.3,30,5,17,47,105,47
0.3,30,5,18,45,105,50
0.3,30,5,19,45,105,46
0.3,30,5,20,53,105,48
0.3,30,5,21,50,105,48
0.3,30,5,22,47,105,50
0.3,30,5,23,49,105,49
0.3,30,5,24,53,105,54
0.3,30,5,25,46,105,46
0.3,30,5,26,51,105,49
0.3,30,5,27,49,105,44
0.3,30,5,28,48,105,50
0.3,30,5,29,52,105,45
0.3,30,10,0,50,210,85
0.3,30,10,1,52,210,76
0.3,30,10,2,47,210,67
0.3,30,10,3,51,210,76
0.3,30,10,4,50,210,77
0.3,30,10,5,49,210,72
0.3,30,10,6,50,210,76
0.3,30,10,7,48,210,75
0.3,30,10,8,51,210,77
0.3,30,10,9,47,210,81
0.3,30,10,10,49,210,78
0.3,30,10,11,51,210,80
0.3,30,10,12,53,210,70
0.3,30,10,13,50,210,82
0.3,30,10,14,54,210,76
0.3,30,10,15,48,210,72
0.3,30,10,16,51,210,75
0.3,30,10,17,48,210,82
0.3,30,10,18,49,210,78
0.3,30,10,19,47,210,76
0.3,30,10,20,49,210,75
0.3,30,10,21,47,210,82
0.3,30,10,22,50,210,71
0.3,30,10,23,47,210,79
0.3,30,10,24,49,210,81
0.3,30,10,25,49,210,80
0.3,30,10,26,51,210,77
0.3,30,10,27,48,210,80
0.3,30,10,28,49,210,73
0.3,30,10,29,49,210,82
0.3,30,20,0,46,420,141
0.3,30,20,1,52,420,145
0.3,30,20,2,49,420,134
0.3,30,20,3,49,420,132
0.3,30,20,4,51,420,132
0.3,30,20,5,52,420,149
0.3,30,20,6,50,420,143
0.3,30,20,7,51,420,137
0.3,30,20,8,48,420,132
0.3,30,20,9,49,420,137
0.3,30,20,10,51,420,141
0.3,30,20,11,51,420,137
0.3,30,20,12,49,420,138
0.3,30,20,13,51,420,139
0.3,30,20,14,51,420,139
0.3,30,20,15,48,420,145
0.3,30,20,16,47,420,147
0.3,30,20,17,50,420,144
0.3,30,20,18,50,420,139
0.3,30,20,19,50,420,143
0.3,30,20,20,47,420,140
0.3,30,20,21,50,420,134
0.3,30,20,22,51,420,134
0.3,30,20,23,51,420,148
0.3,30,20,24,50,420,144
0.3,30,20,25,49,420,136
0.3,30,20,26,50,420,142
0.3,30,20,27,50,420,140
0.3,30,20,28,50,420,130
0.3,30,20,29,52,420,141
0.3,30,30,0,48,630,200
0.3,30,30,1,50,630,204
0.3,30,30,2,50,630,204
0.3,30,30,3,49,630,213
0.3,30,30,4,49,630,205
0.3,30,30,5,49,630,212
0.3,30,30,6,51,630,199
0.3,30,30,7,49,630,204
0.3,30,30,8,48,630,200
0.3,30,30,9,49,630,201
0.3,30,30,10,51,630,201
0.3,30,30,11,48,630,208
0.3,30,30,12,50,630,199
0.3,30,30,13,49,630,211
0.3,30,30,14,50,630,217
0.3,30,30,15,52,630,185
0.3,30,30,16,49,630,192
0.3,30,30,17,49,630,209
0.3,30,30,18,48,630,192
0.3,30,30,19,49,630,200
0.3,30,30,20,50,630,195
0.3,30,30,21,49,630,205
0.3,30,30,22,50,630,204
0.3,30,30,23,51,630,205
0.3,30,30,24,51,630,207
0.3,30,30,25,49,630,205
0.3,30,30,26,48,630,208
0.3,30,30,27,50,630,203
0.3,30,30,28,50,630,207
0.3,30,30,29,50,630,200
0.3,50,5,0,54,175,75
0.3,50,5,1,51,175,74
0.3,50,5,2,50,175,77
0.3,50,5,3,50,175,74
0.3,50,5,4,49,175,67
0.3,50,5,5,48,175,84
0.3,50,5,6,48,175,71
0.3,50,5,7,51,175,80
0.3,50,5,8,48,175,73
0.3,50,5,9,44,175,75
0.3,50,5,10,48,175,74
0.3,50,5,11,50,175,80
0.3,50,5,12,50,175,69
0.3,50,5,13,49,175,79
0.3,50,5,14,49,175,73
0.3,50,5,15,52,175,79
0.3,50,5,16,48,175,77
0.3,50,5,17,49,175,82
0.3,50,5,18,47,175,73
0.3,50,5,19,50,175,76
0.3,50,5,20,49,175,77
0.3,50,5,21,50,175,77
0.3,50,5,22,54,175,82
0.3,50,5,23,45,175,81
0.3,50,5,24,49,175,83
0.3,50,5,25,49,175,76
0.3,50,5,26,46,175,73
0.3,50,5,27,53,175,77
0.3,50,5,28,51,175,75
0.3,50,5,29,52,175,73
0.3,50,10,0,49,350,138
0.3,50,10,1,49,350,133
0.3,50,10,2,47,350,133
0.3,50,10,3,49,350,132
0.3,50,10,4,50,350,132
0.3,50,10,5,51,350,123
0.3,50,10,6,52,350,137
0.3,50,10,7,49,350,132
0.3,50,10,8,51,350,135
0.3,50,10,9,49,350,131
0.3,50,10,10,51,350,127
0.3,50,10,11,48,350,123
0.3,50,10,12,49,350,128
0.3,50,10,13,51,350,136
0.3,50,10,14,48,350,135
0.3,50,10,15,50,350,123
0.3,50,10,16,48,350,118
0.3,50,10,17,50,350,128
0.3,50,10,18,48,350,124
0.3,50,10,19,49,350,132
0.3,50,10,20,50,350,119
0.3,50,10,21,48,350,122
0.3,50,10,22,52,350,131
0.3,50,10,23,47,350,125
0.3,50,10,24,50,350,131
0.3,50,10,25,48,350,121
0.3,50,10,26,51,350,131
0.3,50,10,27,52,350,132
0.3,50,10,28,50,350,130
0.3,50,10,29,50,350,130
0.3,50,20,0,48,700,232
0.3,50,20,1,49,700,233
0.3,50,20,2,49,700,236
0.3,50,20,3,50,700,238
0.3,50,20,4,50,700,230
0.3,50,20,5,50,700,220
0.3,50,20,6,49,700,240
0.3,50,20,7,48,700,239
0.3,50,20,8,50,700,234
0.3,50,20,9,48,700,234
0.3,50,20,10,50,700,236
0.3,50,20,11,50,700,235
0.3,50,20,12,49,700,229
0.3,50,20,13,49,700,225
0.3,50,20,14,47,700,230
0.3,50,20,15,47,700,238
0.3,50,20,16,49,700,240
0.3,50,20,17,51,700,231
0.3,50,20,18,48,700,218
0.3,50,20,19,49,700,244
0.3,50,20,20,49,700,233
0.3,50,20,21,50,700,234
0.3,50,20,22,51,700,230
0.3,50,20,23,50,700,241
0.3,50,20,24,50,700,241
0.3,50,20,25,51,700,236
0.3,50,20,26,50,700,230
0.3,50,20,27,49,700,237
0.3,50,20,28,51,700,222
0.3,50,20,29,50,700,243
0.3,50,30,0,51,1050,325
0.3,50,30,1,49,1050,336
0.3,50,30,2,49,1050,349
0.3,50,30,3,50,1050,349
0.3,50,30,4,49,1050,318
0.3,50,30,5,49,1050,347
0.3,50,30,6,51,1050,337
0.3,50,30,7,49,1050,334
0.3,50,30,8,50,1050,342
0.3,50,30,9,50,1050,340
0.3,50,30,10,49,1050,349
0.3,50,30,11,49,1050,336
0.3,50,30,12,50,1050,331
0.3,50,30,13,49,1050,330
0.3,50,30,14,49,1050,337
0.3,50,30,15,49,1050,335
0.3,50,30,16,50,1050,358
0.3,50,30,17,50,1050,344
0.3,50,30,18,50,1050,344
0.3,50,30,19,50,1050,333
0.3,50,30,20,50,1050,346
0.3,50,30,21,49,1050,332
0.3,50,30,22,49,1050,341
0.3,50,30,23,49,1050,347
0.3,50,30,24,49,1050,329
0.3,50,30,25,50,1050,342
0.3,50,30,26,48,1050,335
0.3,50,30,27,50,1050,339
0.3,50,30,28,50,1050,343
0.3,50,30,29,47,1050,335
0.4,5,5,0,45,15,9
0.4,5,5,1,45,15,8
0.4,5,5,2,55,15,12
0.4,5,5,3,46,15,8
0.4,5,5,4,50,15,9
0.4,5,5,5,53,15,9
0.4,5,5,6,51,15,11
0.4,5,5,7,52,15,6
0.4,5,5,8,37,15,9
0.4,5,5,9,55,15,7
0.4,5,5,10,39,15,9
0.4,5,5,11,51,15,9
0.4,5,5,12,54,15,10
0.4,5,5,13,46,15,7
0.4,5,5,14,55,15,7
0.4,5,5,15,32,15,8
0.4,5,5,16,38,15,8
0.4,5,5,17,48,15,6
0.4,5,5,18,59,15,6
0.4,5,5,19,50,15,7
0.4,5,5,20,49,15,7
0.4,5,5,21,51,15,8
0.4,5,5,22,41,15,9
0.4,5,5,23,46,15,10
0.4,5,5,24,54,15,8
0.4,5,5,25,38,15,9
0.4,5,5,26,58,15,8
0.4,5,5,27,55,15,7
0.4,5,5,28,44,15,9
0.4,5,5,29,43,15,9
0.4,5,10,0,56,30,16
0.4,5,10,1,42,30,15
0.4,5,10,2,57,30,13
0.4,5,10,3,40,30,16
0.4,5,10,4,36,30,16
0.4,5,10,5,51,30,13
0.4,5,10,6,42,30,15
0.4,5,10,7,43,30,19
0.4,5,10,8,53,30,13
0.4,5,10,9,53,30,13
0.4,5,10,10,57,30,16
0.4,5,10,11,42,30,17
0.4,5,10,12,57,30,12
0.4,5,10,13,43,30,15
0.4,5,10,14,51,30,13
0.4,5,10,15,40,30,14
0.4,5,10,16,50,30,14
0.4,5,10,17,52,30,14
0.4,5,10,18,54,30,16
0.4,5,10,19,61,30,16
0.4,5,10,20,47,30,11
0.4,5,10,21,42,30,11
0.4,5,10,22,58,30,15
0.4,5,10,23,51,30,16
0.4,5,10,24,51,30,15
0.4,5,10,25,47,30,14
0.4,5,10,26,56,30,13
0.4,5,10,27,40,30,16
0.4,5,10,28,50,30,16
0.4,5,10,29,45,30,17
0.4,5,20,0,39,60,22
0.4,5,20,1,49,60,28
0.4,5,20,2,53,60,26
0.4,5,20,3,50,60,23
0.4,5,20,4,52,60,24
0.4,5,20,5,55,60,26
0.4,5,20,6,51,60,33
0.4,5,20,7,51,60,26
0.4,5,20,8,45,60,25
0.4,5,20,9,49,60,27
0.4,5,20,10,42,60,29
0.4,5,20,11,50,60,24
0.4,5,20,12,50,60,23
0.4,5,20,13,52,60,25
0.4,5,20,14,55,60,25
0.4,5,20,15,45,60,24
0.4,5,20,16,52,60,25
0.4,5,20,17,49,60,26
0.4,5,20,18,50,60,26
0.4,5,20,19,47,60,26
0.4,5,20,20,47,60,24
0.4,5,20,21,51,60,26
0.4,5,20,22,51,60,26
0.4,5,20,23,50,60,25
0.4,5,20,24,51,60,27
0.4,5,20,25,53,60,27
0.4,5,20,26,47,60,22
0.4,5,20,27,51,60,26
0.4,5,20,28,53,60,30
0.4,5,20,29,48,60,26
0.4,5,30,0,44,90,35
0.4,5,30,1,47,90,39
0.4,5,30,2,50,90,33
0.4,5,30,3,51,90,38
0.4,5,30,4,46,90,38
0.4,5,30,5,53,90,41
0.4,5,30,6,42,90,37
0.4,5,30,7,48,90,34
0.4,5,30,8,54,90,41
0.4,5,30,9,45,90,38
0.4,5,30,10,48,90,43
0.4,5,30,11,50,90,33
0.4,5,30,12,48,90,36
0.4,5,30,13,50,90,37
0.4,5,30,14,53,90,35
0.4,5,30,15,45,90,35
0.4,5,30,16,48,90,39
0.4,5,30,17,48,90,36
0.4,5,30,18,54,90,34
0.4,5,30,19,50,90,38
0.4,5,30,20,53,90,40
0.4,5,30,21,53,90,38
0.4,5,30,22,46,90,41
0.4,5,30,23,50,90,45
0.4,5,30,24,53,90,37
0.4,5,30,25,48,90,40
0.4,5,30,26,50,90,36
0.4,5,30,27,47,90,35
0.4,5,30,28,52,90,40
0.4,5,30,29,50,90,38
0.4,100,5,0,48,300,156
0.4,100,5,1,47,300,158
0.4,100,5,2,52,300,142
0.4,100,5,3,52,300,145
0.4,100,5,4,51,300,157
0.4,100,5,5,51,300,137
0.4,100,5,6,47,300,151
0.4,100,5,7,52,300,163
0.4,100,5,8,49,300,151
0.4,100,5,9,49,300,155
0.4,100,5,10,52,300,161
0.4,100,5,11,50,300,164
0.4,100,5,12,50,300,155
0.4,100,5,13,48,300,154
0.4,100,5,14,53,300,151
0.4,100,5,15,53,300,157
0.4,100,5,16,52,300,156
0.4,100,5,17,53,300,159
0.4,100,5,18,51,300,148
0.4,100,5,19,53,300,149
0.4,100,5,20,52,300,149
0.4,100,5,21,46,300,153
0.4,100,5,22,51,300,157
0.4,100,5,23,50,300,146
0.4,100,5,24,49,300,159
0.4,100,5,25,49,300,163
0.4,100,5,26,48,300,161
0.4,100,5,27,50,300,160
0.4,100,5,28,50,300,162
0.4,100,5,29,51,300,156
0.4,100,10,0,50,600,298
0.4,100,10,1,49,600,275
0.4,100,10,2,51,600,279
0.4,100,10,3,51,600,288
0.4,100,10,4,51,600,278
0.4,100,10,5,51,600,263
0.4,100,10,6,50,600,280
0.4,100,10,7,51,600,279
0.4,100,10,8,51,600,256
0.4,100,10,9,53,600,273
0.4,100,10,10,52,600,271
0.4,100,10,11,50,600,272
0.4,100,10,12,49,600,274
0.4,100,10,13,53,600,278
0.4,100,10,14,52,600,270
0.4,100,10,15,50,600,284
0.4,100,10,16,51,600,283
0.4,100,10,17,50,600,275
0.4,100,10,18,51,600,283
0.4,100,10,19,51,600,269
0.4,100,10,20,50,600,280
0.4,100,10,21,50,600,288
0.4,100,10,22,51,600,290
0.4,100,10,23,50,600,276
0.4,100,10,24,51,600,281
0.4,100,10,25,51,600,270
0.4,100,10,26,49,600,267
0.4,100,10,27,51,600,259
0.4,100,10,28,50,600,277
0.4,100,10,29,52,600,276
0.4,100,20,0,51,1200,501
0.4,100,20,1,50,1200,514
0.4,100,20,2,51,1200,508
0.4,100,20,3,50,1200,510
0.4,100,20,4,52,1200,515
0.4,100,20,5,50,1200,502
0.4,100,20,6,51,1200,529
0.4,100,20,7,50,1200,514
0.4,100,20,8,51,1200,529
0.4,100,20,9,51,1200,523
0.4,100,20,10,49,1200,534
0.4,100,20,11,49,1200,505
0.4,100,20,12,51,1200,520
0.4,100,20,13,51,1200,514
0.4,100,20,14,51,1200,516
0.4,100,20,15,50,1200,511
0.4,100,20,16,51,1200,528
0.4,100,20,17,51,1200,516
0.4,100,20,18,50,1200,534
0.4,100,20,19,50,1200,509
0.4,100,20,20,52,1200,494
0.4,100,20,21,50,1200,511
0.4,100,20,22,49,1200,512
0.4,100,20,23,50,1200,513
0.4,100,20,24,50,1200,516
0.4,100,20,25,51,1200,500
0.4,100,20,26,50,1200,523
0.4,100,20,27,51,1200,516
0.4,100,20,28,49,1200,525
0.4,100,20,29,51,1200,495
0.4,100,30,0,50,1800,742
0.4,100,30,1,51,1800,760
0.4,100,30,2,51,1800,770
0.4,100,30,3,49,1800,765
0.4,100,30,4,51,1800,762
0.4,100,30,5,51,1800,757
0.4,100,30,6,51,1800,745
0.4,100,30,7,50,1800,776
0.4,100,30,8,49,1800,755
0.4,100,30,9,51,1800,773
0.4,100,30,10,52,1800,736
0.4,100,30,11,50,1800,781
0.4,100,30,12,50,1800,754
0.4,100,30,13,51,1800,737
0.4,100,30,14,50,1800,767
0.4,100,30,15,50,1800,773
0.4,100,30,16,50,1800,755
0.4,100,30,17,50,1800,742
0.4,100,30,18,51,1800,747
0.4,100,30,19,50,1800,771
0.4,100,30,20,50,1800,749
0.4,100,30,21,50,1800,764
0.4,100,30,22,51,1800,769
0.4,100,30,23,51,1800,749
0.4,100,30,24,51,1800,763
0.4,100,30,25,51,1800,745
0.4,100,30,26,52,1800,752
0.4,100,30,27,51,1800,753
0.4,100,30,28,49,1800,763
0.4,100,30,29,51,1800,764
0.4,10,5,0,48,30,20
0.4,10,5,1,47,30,15
0.4,10,5,2,52,30,19
0.4,10,5,3,50,30,17
0.4,10,5,4,48,30,18
0.4,10,5,5,49,30,14
0.4,10,5,6,52,30,17
0.4,10,5,7,59,30,15
0.4,10,5,8,54,30,17
0.4,10,5,9,47,30,15
0.4,10,5,10,50,30,16
0.4,10,5,11,45,30,13
0.4,10,5,12,50,30,14
0.4,10,5,13,49,30,16
0.4,10,5,14,51,30,17
0.4,10,5,15,47,30,17
0.4,10,5,16,45,30,19
0.4,10,5,17,46,30,17
0.4,10,5,18,51,30,14
0.4,10,5,19,54,30,16
0.4,10,5,20,53,30,15
0.4,10,5,21,49,30,17
0.4,10,5,22,55,30,14
0.4,10,5,23,41,30,15
0.4,10,5,24,47,30,14
0.4,10,5,25,43,30,15
0.4,10,5,26,54,30,17
0.4,10,5,27,51,30,16
0.4,10,5,28,49,30,17
0.4,10,5,29,44,30,16
0.4,10,10,0,55,60,31
0.4,10,10,1,52,60,30
0.4,10,10,2,47,60,28
0.4,10,10,3,51,60,24
0.4,10,10,4,44,60,26
0.4,10,10,5,46,60,27
0.4,10,10,6,45,60,24
0.4,10,10,7,58,60,27
0.4,10,10,8,50,60,27
0.4,10,10,9,55,60,29
0.4,10,10,10,53,60,24
0.4,10,10,11,47,60,26
0.4,10,10,12,47,60,29
0.4,10,10,13,47,60,28
0.4,10,10,14,57,60,25
0.4,10,10,15,47,60,27
0.4,10,10,16,47,60,24
0.4,10,10,17,52,60,31
0.4,10,10,18,55,60,24
0.4,10,10,19,46,60,29
0.4,10,10,20,53,60,26
0.4,10,10,21,51,60,29
0.4,10,10,22,50,60,29
0.4,10,10,23,54,60,28
0.4,10,10,24,44,60,27
0.4,10,10,25,51,60,29
0.4,10,10,26,52,60,30
0.4,10,10,27,44,60,30
0.4,10,10,28,42,60,30
0.4,10,10,29,52,60,28
0.4,10,20,0,49,120,56
0.4,10,20,1,49,120,50
0.4,10,20,2,54,120,57
0.4,10,20,3,53,120,49
0.4,10,20,4,49,120,47
0.4,10,20,5,52,120,48
0.4,10,20,6,47,120,53
0.4,10,20,7,51,120,57
0.4,10,20,8,49,120,55
0.4,10,20,9,48,120,51
0.4,10,20,10,47,120,52
0.4,10,20,11,54,120,53
0.4,10,20,12,50,120,54
0.4,10,20,13,50,120,58
0.4,10,20,14,50,120,53
0.4,10,20,15,48,120,53
0.4,10,20,16,51,120,54
0.4,10,20,17,54,120,51
0.4,10,20,18,47,120,50
0.4,10,20,19,52,120,54
0.4,10,20,20,47,120,48
0.4,10,20,21,45,120,53
0.4,10,20,22,49,120,55
0.4,10,20,23,49,120,46
0.4,10,20,24,45,120,55
0.4,10,20,25,51,120,49
0.4,10,20,26,52,120,55
0.4,10,20,27,45,120,57
0.4,10,20,28,52,120,48
0.4,10,20,29,55,120,51
0.4,10,30,0,47,180,78
0.4,10,30,1,50,180,76
0.4,10,30,2,49,180,77
0.4,10,30,3,48,180,76
0.4,10,30,4,52,180,79
0.4,10,30,5,53,180,76
0.4,10,30,6,48,180,76
0.4,10,30,7,52,180,80
0.4,10,30,8,48,180,74
0.4,10,30,9,50,180,74
0.4,10,30,10,48,180,76
0.4,10,30,11,52,180,79
0.4,10,30,12,46,180,74
0.4,10,30,13,52,180,70
0.4,10,30,14,47,180,85
0.4,10,30,15,52,180,87
0.4,10,30,16,51,180,84
0.4,10,30,17,50,180,76
0.4,10,30,18,47,180,76
0.4,10,30,19,51,180,79
0.4,10,30,20,48,180,77
0.4,10,30,21,48,180,74
0.4,10,30,22,47,180,75
0.4,10,30,23,51,180,68
0.4,10,30,24,48,180,77
0.4,10,30,25,54,180,82
0.4,10,30,26,51,180,72
0.4,10,30,27,49,180,77
0.4,10,30,28,51,180,80
0.4,10,30,29,48,180,83
0.4,20,5,0,51,60,31
0.4,20,5,1,51,60,29
0.4,20,5,2,51,60,32
0.4,20,5,3,43,60,34
0.4,20,5,4,50,60,32
0.4,20,5,5,52,60,34
0.4,20,5,6,55,60,29
0.4,20,5,7,44,60,30
0.4,20,5,8,46,60,34
0.4,20,5,9,53,60,35
0.4,20,5,10,49,60,31
0.4,20,5,11,53,60,37
0.4,20,5,12,50,60,32
0.4,20,5,13,47,60,34
0.4,20,5,14,50,60,31
0.4,20,5,15,45,60,26
0.4,20,5,16,53,60,32
0.4,20,5,17,50,60,35
0.4,20,5,18,50,60,29
0.4,20,5,19,43,60,32
0.4,20,5,20,50,60,27
0.4,20,5,21,46,60,33
0.4,20,5,22,51,60,34
0.4,20,5,23,52,60,32
0.4,20,5,24,52,60,32
0.4,20,5,25,51,60,35
0.4,20,5,26,49,60,31
0.4,20,5,27,50,60,31
0.4,20,5,28,50,60,35
0.4,20,5,29,48,60,32
0.4,20,10,0,47,120,50
0.4,20,10,1,52,120,57
0.4,20,10,2,49,120,56
0.4,20,10,3,55,120,58
0.4,20,10,4,49,120,57
0.4,20,10,5,53,120,47
0.4,20,10,6,54,120,55
0.4,20,10,7,46,120,61
0.4,20,10,8,48,120,53
0.4,20,10,9,48,120,58
0.4,20,10,10,46,120,52
0.4,20,10,11,53,120,57
0.4,20,10,12,50,120,55
0.4,20,10,13,51,120,55
0.4,20,10,14,46,120,56
0.4,20,10,15,48,120,54
0.4,20,10,16,53,120,59
0.4,20,10,17,52,120,54
0.4,20,10,18,49,120,53
0.4,20,10,19,49,120,58
0.4,20,10,20,50,120,56
0.4,20,10,21,54,120,52
0.4,20,10,22,50,120,59
0.4,20,10,23,49,120,58
0.4,20,10,24,51,120,60
0.4,20,10,25,46,120,52
0.4,20,10,26,47,120,53
0.4,20,10,27,47,120,58
0.4,20,10,28,49,120,57
0.4,20,10,29,51,120,54
0.4,20,20,0,48,240,98
0.4,20,20,1,50,240,96
0.4,20,20,2,48,240,104
0.4,20,20,3,45,240,107
0.4,20,20,4,45,240,108
0.4,20,20,5,52,240,96
0.4,20,20,6,52,240,98
0.4,20,20,7,51,240,102
0.4,20,20,8,48,240,101
0.4,20,20,9,48,240,97
0.4,20,20,10,50,240,104
0.4,20,20,11,51,240,103
0.4,20,20,12,47,240,110
0.4,20,20,13,50,240,103
0.4,20,20,14,51,240,105
0.4,20,20,15,48,240,105
0.4,20,20,16,50,240,107
0.4,20,20,17,51,240,100
0.4,20,20,18,50,240,116
0.4,20,20,19,51,240,104
0.4,20,20,20,49,240,96
0.4,20,20,21,51,240,101
0.4,20,20,22,50,240,105
0.4,20,20,23,50,240,99
0.4,20,20,24,47,240,108
0.4,20,20,25,52,240,109
0.4,20,20,26,50,240,101
0.4,20,20,27,48,240,106
0.4,20,20,28,50,240,109
0.4,20,20,29,49,240,102
0.4,20,30,0,49,360,146
0.4,20,30,1,49,360,156
0.4,20,30,2,52,360,153
0.4,20,30,3,53,360,158
0.4,20,30,4,53,360,147
0.4,20,30,5,50,360,145
0.4,20,30,6,48,360,146
0.4,20,30,7,47,360,148
0.4,20,30,8,50,360,157
0.4,20,30,9,51,360,145
0.4,20,30,10,50,360,152
0.4,20,30,11,50,360,155
0.4,20,30,12,52,360,154
0.4,20,30,13,53,360,157
0.4,20,30,14,49,360,147
0.4,20,30,15,52,360,147
0.4,20,30,16,50,360,146
0.4,20,30,17,48,360,149
0.4,20,30,18,49,360,147
0.4,20,30,19,49,360,161
0.4,20,30,20,49,360,152
0.4,20,30,21,51,360,146
0.4,20,30,22,50,360,148
0.4,20,30,23,48,360,150
0.4,20,30,24,49,360,141
0.4,20,30,25,50,360,160
0.4,20,30,26,50,360,151
0.4,20,30,27,50,360,149
0.4,20,30,28,48,360,147
0.4,20,30,29,50,360,150
0.4,30,5,0,56,90,47
0.4,30,5,1,46,90,50
0.4,30,5,2,48,90,46
0.4,30,5,3,48,90,46
0.4,30,5,4,44,90,53
0.4,30,5,5,48,90,43
0.4,30,5,6,46,90,46
0.4,30,5,7,48,90,46
0.4,30,5,8,53,90,49
0.4,30,5,9,54,90,51
0.4,30,5,10,45,90,52
0.4,30,5,11,51,90,50
0.4,30,5,12,51,90,48
0.4,30,5,13,56,90,50
0.4,30,5,14,51,90,39
0.4,30,5,15,47,90,44
0.4,30,5,16,49,90,43
0.4,30,5,17,50,90,52
0.4,30,5,18,48,90,46
0.4,30,5,19,44,90,46
0.4,30,5,20,51,90,52
0.4,30,5,21,54,90,48
0.4,30,5,22,48,90,45
0.4,30,5,23,49,90,48
0.4,30,5,24,51,90,45
0.4,30,5,25,48,90,58
0.4,30,5,26,49,90,46
0.4,30,5,27,52,90,48
0.4,30,5,28,54,90,47
0.4,30,5,29,54,90,46
0.4,30,10,0,46,180,81
0.4,30,10,1,50,180,82
0.4,30,10,2,45,180,87
0.4,30,10,3,50,180,79
0.4,30,10,4,50,180,77
0.4,30,10,5,51,180,88
0.4,30,10,6,51,180,88
0.4,30,10,7,49,180,84
0.4,30,10,8,50,180,85
0.4,30,10,9,53,180,82
0.4,30,10,10,49,180,75
0.4,30,10,11,51,180,86
0.4,30,10,12,51,180,91
0.4,30,10,13,49,180,88
0.4,30,10,14,51,180,79
0.4,30,10,15,52,180,89
0.4,30,10,16,50,180,82
0.4,30,10,17,47,180,88
0.4,30,10,18,49,180,77
0.4,30,10,19,47,180,84
0.4,30,10,20,50,180,86
0.4,30,10,21,50,180,89
0.4,30,10,22,48,180,83
0.4,30,10,23,48,180,84
0.4,30,10,24,46,180,83
0.4,30,10,25,52,180,82
0.4,30,10,26,50,180,80
0.4,30,10,27,51,180,83
0.4,30,10,28,49,180,84
0.4,30,10,29,51,180,88
0.4,30,20,0,48,360,152
0.4,30,20,1,51,360,146
0.4,30,20,2,51,360,157
0.4,30,20,3,51,360,156
0.4,30,20,4,48,360,150
0.4,30,20,5,50,360,152
0.4,30,20,6,50,360,156
0.4,30,20,7,47,360,160
0.4,30,20,8,49,360,160
0.4,30,20,9,52,360,147
0.4,30,20,10,53,360,161
0.4,30,20,11,49,360,160
0.4,30,20,12,49,360,164
0.4,30,20,13,49,360,155
0.4,30,20,14,48,360,154
0.4,30,20,15,50,360,154
0.4,30,20,16,50,360,155
0.4,30,20,17,49,360,152
0.4,30,20,18,50,360,152
0.4,30,20,19,48,360,146
0.4,30,20,20,48,360,147
0.4,30,20,21,51,360,160
0.4,30,20,22,51,360,150
0.4,30,20,23,48,360,153
0.4,30,20,24,49,360,159
0.4,30,20,25,49,360,163
0.4,30,20,26,47,360,151
